,Text
3337,chỉ có thể cố gắng thành công để có thể chứng minh
3338,"tuy không kỳ thị hay phân biệt đối xử lgbt , nhưng nói thật không thích gần nghe nhìn.và gì khác liên quan đến lgbt"
3339,chị này nên li hôn
3340,vàng anh ghen 
3341,"thấy ctu lúc đầu tưởng là con gái không á , tại vì mặt baby dthw quãi"
3342,nga có đạo luật cấm tuyên truyền chứ không có cấm lgbt . tìm hiểu thật kĩ rồi phát ngôn bạn nhé
3343,ơ nhưng mà sao biết tomboy thế ạ
3344,giọng cute thế
3345,độc lạ bình dương
3346,"nhưng không không đến nỗi phải đi ngoại tình còn nhiều cách giải quyết mà kịch bản nhãm thật ' ,"
3347,người ta có cặp để khổ 梁 mình chưa bao giờ ném trãi
3348,làm gì mà rủi ro ?
3349,cá bẻy màu idol
3350,thích bạn này nè殺
3351,tui năm lớp 7 cũng rất thjk 1 người bạn gái cùng lớp . tui ngồi dưới nhìn lên bàn trên ngắm suốt mấy năm liền 梁 chả hiểu
3352,vậy các bạn nghĩ sao nếu dân số chỉ còn 30% nam nữ thẳng tính . còn 70% còn lại là toàn lgbt thì sao ? dân số bị diệt cùng hết ?
3353,tao thượng đẳng = )
3354,nhà tao
3355,khổ thiệt đó chị 梁
3356,mong xã hội nhiều thằng gay lên ( nhưng ít les thôi ) cho tao nhờ
3357,mấy đứa lgbt hết cứu
3358,cố lên con nhé
3359,đảk
3360,đẹp đôi
3361,lão gia bạc tài
3362,"mộtôi số không chịu sốngười thậtôi , cưới 1 vài thángười rồi bỏ bảo không hợp ."
3363,". mạnh mẻ lên ' ,"
3364,come out thì chưa nhưng đọc bình luận buồn nhiều chút .
3365,"thanh pham ủa bo đì này quen quen ? ' ,"
3366,"trai không ra trai , gái không ra gái"
3367,"lấy vợ rồi có hp không , đa phần sau dần li dị , ngoại tình với trai.dẫu biết là dòng họ dị nghị , nhưng hãy bỏ ngoài tai.sống cho chính mình !"
3368,biết rồi
3369,ủa chỉ có 25% số nam giới thôi sao ? vậy còn 75% kia là không muốn nói ra 
3370,vừa đọc được truyện của bạn nào đó trên facebook qua đây thấy clip này = )
3371,tôi đây cũng có 2con gái tôi rất cưng con nào cũng là con dù trai hay gái cũng là con mình
3372,"mẹ mình đưa mình đi bệnh viện , và sau hôm đó , mình thực sự bỏ nhà đi , bố mẹ mình gọi mình liên tục hằng ngày trong 1 tháng , mình sợ bố mẹ mình lo"
3373,"em 2,3 ngày đẻ 1 đứa nè anh"
3374,"nữ quyền là quyền các bạn muốn làm gì cũng được trong phạm vi pháp luật và đạo đức ấy . bạn có quyền sinh con hoặc không , lấy chồng hoặc không , hoặc chọn lấy chồng và"
3375,"tưởng come out lâu rồi chớ ' ,"
3376,g ở cài đặt
3377,co chong chua em .
3378,"làm gốm bát tràng với lẩu gà bình thuận à ' ,"
3379,đàn ông mà không biết uống rượu thì yếu đuối
3380,cố lên cô nhé !
3381,mấy thằng gay lọ tởm kinh
3382,nó có nét nào giống con trai vậy
3383,hnhu y bình với chị quỳnh my đúng hong = )
3384,tự kiểm tự tiêu không qhai nhìn nét mặt người khác
3385,ước gì mẹ em chấp nhận em là lgbt . ^
3386,miền nam oi nầy la chương trình gì vậy miền nam . tui muốn xem tập này mà không biết 梁
3387,"quá là men , quá là đẹp trai luôn"
3388,"mình học online để nền lgbt gay hôn nhau , thầy cô chả nói gì . cô chủ nhiệm còn bảo * thời này còn suy nghĩ lệch lạc vậy à , iu cô chủ nhiệm quá ❤️"
3389,"殺 là 1 con nghiện truyện đam mỹ , lên rất chi là thích các cặp như vậy , đáng yêu ghê cơ . chúc 2 bạn hạnh phúc ."
3390,cho con xin vía comeout xịn xò như bác huy ạ - . -
3391,"lgbt với nhau nhưng có những người vẫn kì thị bisexua , tôi là bi nhưng vẫn yêu thương người con gái của tôi thật lòng như cô ấy vẫn phản bội tôi "
3392,cũng tương tự
3393,em hỏi lại anh có ai bắt nó đẻ không : )
3394,quan điểm của cổ thôi tuy tôi không kì thị nhưng tôi không thích lgbt 1 chút nào
3395,"đừng kì thị bedue nhó ' ,"
3396,"bên trung cấm đông tính mà thì phải ? có lẽ không chỉ bên nam vô tâm không quan tâm lấy ai làm vợ rồi để con người ta đau khổ ra thì 1 phần có thể do Trung Quốc cấm kết hôn đồng tính , người Trung Quốc thường muốn nối dõi tông đường '"
3397,' mày here đọc bình luận toxix vãi
3398,"ôi những "" thằng đàn bà "" ' ,"
3399,bạn này nhìn men quá
3400,cô gái tây ninh hả 
3401,không biết à : )
3402,tôi thấy vid này mới độc hại thì có 藍
3403,tui cũng vậy
3404,"tôi để móng tay dài , mấy mẹ nói tôi ăn ở không không đụng móng tay nên mới vậy được hanh nguyen ' ,"
3405,"quan điểm tao rõ ràng chỉ có nam và nữ chứ đéo có nạc đéo nạc mà mỡ đéo mỡ , kinh bỏ mẹ"
3406,công ty xây dựng tuyển nam . nam lại không muốn đi làm
3407,"duy trung võ phan bảo nhi ni hi y chang cái nhà đây ' ,"
3408,mình là người vừa thích trai với gái ạ殺mn không kì thị mình đâu nhỉ ? mình chưa thích ai nhưng mà mình đã cảm thất mình có tình cảm với 1 bạn nữ rồi
3409,tôi không kì thị họ tôi là hủ tôi muốn bảo vệ họ lgbt muôn năm 殺
3410,giống bảo ren
3411,"kịch bản thôi ' ,"
3412,thích người hỏi 
3413,cẩn thận sau này
3414,ý phạm cái áo không chấp nhận được
3415,nhìn con gấu mèo phát hiện ra mình cx có một con : )
3416,ngáo game
3417,cảm động
3418,giống cgái đó mà
3419,mắc cười quá
3420,bởi vậy mình không dám nói sợ … vì mình chưa có gia đình . sợ nhất là quen 1ng bixexua
3421,đến giờ vẫn không biết là nam hay nữ
3422,lỡ người ta là một cặp từ trước và bị gia đình ép cưới vậy thì ai mới là người cướp của ai 
3423,: d em phản đối việc kì thị lbgt
3424,ủa mc vtv nói đúng mà có gì sai đâu .
3425,rồi ai bắt làm trụ cột dợ.tôi tự đi làm nuôi thân được mà .  . có bị liệt đâu
3426,đỉnh quá anh ơi
3427,tập này là tập mấy trong come out ạ miền nam ?
3428,nói dung mà
3429,chắc vì tôi với geogre
3430,gio le la con gai ak
3431,dị cưới người ta chi ? ngộ he ? hiểu cho anh ai hiểu cho cô ấy
3432,tuyệt vời ❤️
3433,"theo dõi ' ,"
3434,cái quần này nó không giặt hả ta
3435,thế cao thanh tú là trai hay gái vậy
3436,thương quá
3437,lên xã hội tư duy đỉnh殺
3438,có vợ nhưng vẫn có thể đi với trai mà  bisexual là vậy
3439,mà nhật có truyện boylove
3440,con gái giờ hiếm hơn
3441,"bị là bị làm sao ? bị là bị thế nào ? ' ,"
3442,@ 笠 ❤️‍啕
3443,tội quá 
3444,sếp tùng kìa : )
3445,nếu họ không sinh nở thì ok . ngược lại thì đang đẩy xã hội theo hướng suy vong vì tiến hoá ngược : ) riêng tôi thì chắc là kì thị
3446,thế thời buổi bây giờ các “ nhà nữ quyền “ đòi quyền lợi đ gì ?
3447,"chúng ta trưởng thành nhờ học tập và phát triển , vài người thượng đẳng "" trưởng thành "" nhờ nhà giả kim và zak 嵐"
3448,. thuhien 34 梁
3449,cố lên cô ơi 殺
3450,kiếm ra còn coi thường ấy chứ
3451,cô gái có thế giới thứ 3 không
3452,"ủa , anh việt anh đó rồi putin đâu"
3453,"giờ tui mới hiểu được không cần ngoại hình quá hoàn hảo chỉ cần 1 người iu thằng mình hiểu mình là được  , nh tôi đã đánh mất nó rồi"
3454,cháu ngoại mà cũng quan trọng trai hay gái sao ta
3455,"thai lon ' ,"
3456,đúng là giới thứ khó lường thật
3457,cố lên nha thương bà lém tui cũng trans nè cũng nhiud lúc tổn thương lém nma snghi tích cực lad hết à 殺
3458,"mẹ có 2 nhóc , nếu sau này các con có như thế nào có yêu trai hay gái mẹ đều chấp nhận . điều yêu thương và che chở cho 2 con . thương lgbt"
3459,bạn nói đúng đấy tuy đàn ông không thể yếu đuối nhưng cảm xúc nhiều khi khó kiềm
3460,"có ai sợ đâu nhỉ cuối cùng là pr cho nhau không nhỉ ' ,"
3461,khánh chi nha tại mình nhầm梁
3462,giờ cái gì cũng tăng mà lương thì có khi giảm xuống chán lắm
3463,les thì không bao giờ hiểu được tình yêu thật sự
3464,gặp chc tôi chớt 
3465,tha em
3466,không biết con cháu cô hiệu trưởng giờ ra sao nhỉ 藍
3467,đưa mình 3 cái thùng xốp 殺
3468,"mình bán ac bác nào cần ib nha ' ,"
3469,"lily hoàng tởm không chịu được ' ,"
3470,"em cx có thắc mắc về vấn đề này từ lâu may có anh giải thích , cảm ơn anh nhiều ạ 殺"
3471,"con dân của cộng đồng lõi trái đất ' ,"
3472,cái lúc khó có con thì lúc ấy có còn là vui rồi con trai con gái không quan trọng rồi
3473,buồn thật sự 
3474,"ê miền nam ơi cho mình hỏi , mình là nữ mà vừa thik nữ vừa thik nam gọi là jz= )"
3475,thương
3476,"đấm sấp mặt lun đi . thử bị lgbd xem có bị x thường không ' ,"
3477,buồn
3478,slay
3479,sao pn khổ vậy thương quá
3480,"đề nghị viết cho chính xác . tôi làm vtv đây . mc này có dẫn cho vtv cách đây vài năm và đã nghỉ , giờ làm tự do rất lâu rồi . xin đừng lôi vtv vào đây ."
3481,gửi đến những bạn nam nói con trai không được yếu đuối xin thưa chúng ta là con người và xã hội này có rất nhiều áp lực đâu phải mấy bạn là nam mà mấy .
3482,"những người giới tính thứ 3 họ rất chỉnh chu , khôn khéo , và thành thật . ' ,"
3483,công chúa có cây búa
3484,lgbt cực gì giỏi và tài năng
3485,không hiểu sao lại vậy nhưng em luôn có tư tưởng phải lm trụ cột gia đình : )
3486,rồi ai sì top ai sì bos 藍
3487,"chuẩn bị có vac hiv nữa , thế giới sẽ chìm trong làng gốm bát tràng khuyết tật , mong mẹ chái đất giúp chúng con"
3488,do đàn ông
3489,"em phải biết gạt bỏ những người không tôn trọng người khác , hãy sống thật với chính mình , đó là ước mơ của mình cuộc sống của mình không ai thay thế được , cố lên em nhé "
3490,"đồng ý là chỉ mong con hạnh phúc , nhưng mà già chỉ mong có cháu bế mà giờ thế này , giờ làm sao ? nó giống như ước mơ các bạn bị bố mẹ dập tắt vậy ."
3491,xin vía gia đình chấp nhận ạ
3492,cái vấn đề này làm sao mà cứ nói suốt vậy ?
3493,cái vấn đề moi người muốn biết là 2 bé đó là ai sinh ra
3494,đồng tính là lỗi của bố mẹ
3495,đồng tính thì không nên làm việc với trẻ em
3496,mặc cái váy lên làm mc đi đã rồi ra đây nói chuyện với chị giang của tui em nha
3497,tự nhiên thích nhật với ả rập
3498,đi vào sp đê đầy
3499,bi mà cũng cần comeout hả
3500,c này nói hay quá !
3501,đàn ông không được phép yếu đuối
3502,dăm ba cái sản phẩm lỗi mà cũng đòi người ta phải tự hào .
3503,"cái thằng áo trắng nhìn mặt nó đóng là hêt muon xem rồi ' ,"
3504,bạn nữ khổ quá梁
3505,hihi trẻ con đồng ý là tốt rồi chứ mấy người không đồng ý là xưa gòi . trẻ mới là tương lai 
3506,rồi đăng lên chi ? chửi người kì thị à ? hay kiếm sự thương hại
3507,gửi mấy anh công bỏ thụ đi lấy vợ = )
3508,bạn hạnh phúc khi được come out vậy rồi cha mẹ bạn có hphuc khi bít bạn come out không ? mình sống vì bản thân mình hay vì bản thân mình mà lam cha mẹ đau khổ
3509,mấy bạn come out mà bố mẹ gắt quá . tôi come out mà bố mẹ dễ tính lắm luôn : vậy kiểu thấy bth chả có vấn đề gì
3510,nhưng manga bình luận vẫn là một thứ rất gì và này nọ
3511,"mặc dù mình đọc rất nhiều anh nam có những lời lẽ không hay , tuy nhiên mình nghĩ lời lẽ đó không thể khiến nhx người lgbtq + buồn được , chẳng ai có quyền phán"
3512,thằng bóng lộ
3513,ủa trước xem vàng anh iu đàn ông mà
3514,"c ơi , chính xác c ơi"
3515,má ơi đẹp vậy
3516,này đúng nè
3517,2024 đến thằng 4 rồi thì có săn cũng sang 25 là thằng khác - )
3518,ai cũng có quyền được yêu hết anh à
3519,tao sợ thằng long bé dính thằng này lớn lên cũng tím luôn
3520,thương ❤
3521,nó nhưng 1 cây dao vô hình đau vào trái tim  một khi lời nói đã nói ra thì hok thu lại được 
3522,này là chồng bisexual gòi chứ gay thì 沈 chắc không vậy . nhưng mà chung quy lại thì ông này sai ròi đã xđịnh cưới lập gia đình thì nên đàng hoàng còn không thì ở
3523,"tự hào vì giới tính quan của bản thân không được bình thường , hay thật ."
3524,2 đứa này lấy nhau hợp . mong con phạm thoại với thằng 2 báo về 1 nhà .
3525,"có câu hỏi về một người và ba người bị mắc kẹt ở đoạn đường ray , nơi có đoàn tàu cbi đi qua là nơi ba người bị mắc kẹt , bạn là người duy nhất ở đấy , ngay cạnh là"
3526,phụ nữ mà không biết trang điểm thì không nữ tính
3527,chả thấy hài
3528,toi không qutam
3529,toàn đám mầm bệnh xã hội từ cộng đồng đó mà ra chứ đâu
3530,mình nhớ ra phim cô gái đan mạch
3531,đối xử mà đứa thương đứa ghét thì sao mà nó thương lại được
3532,bả xinh hơn ông nào mà giả gái á
3533,thợ tóc à
3534,cố lên
3535,dống đại trong phim tết ở làng địa ngục
3536,rất là đúng.i like it殺
3537,chưa hiểu nhà này là như thế này
3538,"chil thoai mọi người , tỷ lệ champ lgbt chưa chiếm đến 10% tổng tướng nữa . thoải mái thoai "
3539,đích tôn là vậy mình là đích tôn đây nên mình biết
3540,"thời điểm có thể chọn để comeout là khi bạn đủ trưởng thành để lo cho cả mình và người ấy , đủ để chứng minh cho ba mẹ bạn -"
3541,hai bên bằng nhau 蘭
3542,. fake nghe đi ah
3543,tui rất yêu quý họ殺
3544,"hay , chương trình rất nhiều sắc khái , thông cảm và chấp nhận phái tính , đối với người Việt Nam , thật khó chấp nhận nhưng hãy đứng trong vai trò của họ và hãy đồng cảm , vì bản chất của con người ai ai cũng điều ước ao một cuộc sống tốt đẹp đến cho mình , … xem thêm ' ,"
3545,chiếc này nên phê phán nha 
3546,chuyen hi hữu nha.hiếm lắm mới gặp nhung cap đoi nhu này
3547,"tôi không ra tôi , bạn không ra bạn , chuyển giới không ra chuyển giới dở dở ương ương rồi bảo s người khác không kì thị ' ,"
3548,tập mấy zạ
3549,khoan -
3550,thật sự mình coi xong mình khóc rất nhiều .
3551,"không biết thầy mỹ thuật cấp 1 của mình có bị kì thị không , nhưng thầy chọn cách ra đi để nhẹ lòng hơn"
3552,tội cho cô gái đó quá梁
3553,ai muốn vậy đâu số phận đã vậy rồi mong gia đình hãy là điểm tựa cho các em đừng xa lánh
3554,thích cách chị ấy lặt rau
3555,"có một sự thật , ai trong chúng ta cũng sẽ mất bme … còn không thì ngược lại !"
3556,cảm giác như đang ngắm nhìn một ước mơ thành hiện thực
3557,bạn kia đâu rồi nhể
3558,"thoại tung chun hứng , tạo drama làm còn ten thôi , chứ chúng nó thân nhau như cớt với lỗ đuýt ấy ' ,"
3559,"cũng tại mấy bộ phim tiêm nhiễm suy nghĩ , cuối cùng con người ta từ chỗ khiếm khuyết nơi bộ phận td trở thành xu hướng giới tính mới . con người ta có xu hướng bắt chước những hình ảnh hài hước được miền nam chú ý , vì mấy ông bê đê trong phim thường vui tính . và rồi … xem thêm ' ,"
3560,nhìn có nét rất giống nghệ sĩ mỹ duyên
3561,toi thích con gái
3562,ai là người sinh2 em bé ta . ?
3563,yêu c quá殺
3564,bị lgbt ️‍ tội nhỉ .
3565,em cũng muốn được come out vậy
3566,gặp tao là ông thầy tới công chuyện với tao
3567,"nó nói đúng mà , đừng hùa theo rồi loè . không phải miệt thị lbgt nhưng cũng nên chọn người cho phù hợp"
3568,rồi sao có vợ được chời 藍
3569,rất thích những video kể chuyện như này 殺
3570,tôi là lgbt sẵn rồi= )
3571,mong anh rep
3572,nữ yêu nữ là gì ạ
3573,ở nam còn có mà nói gì ở bắc toàn dân cổ hủ
3574,bình đẳng nếu là bạn thì mình vẫn chia đều nha . còn đã là ngiu rồi thì trách nhiệm n khác . mới iu không ns tới chuyện đẽ . vậy mấy anh ăn con người ta s không ns đi 
3575,"bạn này nói thực tế cs , ce mh cần nhìn nhận"
3576,em thik một bạn nữ trg lớp nhưng em ngại không tỏ tình cho đến lên cấp xa nhau
3577,iu chị ghê : >
3578,"mày cần tán nó , cần nó làm ny mày chứ nó cần hông ? hông có mày còn khối thằng muốn dắt nó đi ăn rồi chi tiền cho nó"
3579,thì kệ người ta : ) sao bắt người ta thích cái người ta không thích
3580,lgbt l : lão or lẩu g : gia or gà bạn : bạc or bình tôi : tỷ or thuận = )
3581,tình yêu thật đẹp
3582,tôi chỉ quan tâm ngày của bạn tôi : )
3583,có
3584,parky có khác
3585,tui chau hu tai bo
3586,hồi xưa tôi cx cứ tưởng ổng giả gái vì đam mê
3587,"wtf "" alpha male có thể là phụ nữ "" ? sao không gọi là "" alpha female ? "" , "" alpha male "" dịch đã là đàn ông rồi logic của bạn này tôi thấy nó kì quặc khủng khiếp"
3588,"con đẹp quá , mạnh mẽ lên con"
3589,""" đừng thích tao nha "" "
3590,hk s đâu cô à殺
3591,"tôi với người yêu có quan trọng top bot đâu , không bao giờ đâm luôn mà vẫn hạnh phúc"
3592,tui bị hoài nhưng đã quen rùi ( nhưng trong lòng tui lại buồn  )
3593,cô ơi nhà con có đứa hai gái một trai mà bome chỉ puan tâm đến con trai thì phải làm sao ạ
3594,"tính ra tôi nửa vời , lúc thích nam lúc thích nữ"
3595,em cũng cr gv
3596,thời buổi đảo lộn hết ròi
3597,"cậu be thì không nói nhưng mà vụ cô hai với mợ hai thấy quá đáng vl cái xu hướng td của người ta vậy rồi còn đem ra cười cợt rồi kêu đi lấy chồng , tưởng hài tưởng mận ? tôi nghĩ đổi lại là một cặp đôi khác có nhan sắc đúng với tiêu chuẩn xã hội đặt ra hơn , có điều ki … xem thêm ' ,"
3598,chắc do họ chx trải qua cảm giác bị kì thị là như nào ^
3599,ui chị dâu bên chồng cũ tôi khổ y nthe . giờ chuẩn bị đẻ cố đứa tôi 5 . không dám siêu âm để biết trai hay gái . haiz tôi sợ
3600,ủa rồi nói chuyện có dễ thương quá không dạ ?
3601,"igbt ở tp đã khổ , ở quê còn khổ hơn : ("
3602,chug ta đòi bjh đẳg họ cug chả wan tâm đau.nhug khi tới ngày của họ mjh mà wên không tặng gi koi.toi cog chuyện
3603,việc nặng thì không làm được . việc nhẹ thì đòi chia đôi 
3604,cái chấp nhận trong đau lòng . câu vẫn đồng ý nhưng thực chất là không thể cứu vãn rồi 
3605,"khỏi , tôi lgbt sẵn rồi"
3606,đồng tính thì không được nuôi con
3607,tôi đồng ý họ không làm gì xấu không hại ai họ có quyền hạnh phúc độc lâp-tự do-hạnh phúc luôn là mục tiêu của người việt
3608,đến giờ toxic rồi : vậy
3609,"có ai từng nghe câu "" sau này kiểu gì chả đi lấy chồng nên cần làm nhiều "" không ạ ? em thấy nhà em đàn ông ăn uống bết bát phụ từ từ chăm con cái nấu nướng -"
3610,người nhật vẫn là hợp lý nhất
3611,"tôi thẳng nhưng mà không kì thị , cj tôi là lgbt nhưng mà ctay rồi , tiếc wa ."
3612,"các ông ra đời để ý . cả nam và nữ tôi chỉ sợ người hiểu biết , nhẹ nhàng , nc không mất lòng ai . loại có tý tiền thể hiện thì lại dễ đoán : )"
3613,thực ra cũng có thể là do phụ nữ sống thì có thể sinh ra nhiều đàn ông hơn 
3614,tôi có 1 thằng con trai mà sợ quá không dám đẻ tiếp vì sợ đẻ con trai
3615,"bạn nói đúng nè , nhưng bọn sexíst phải bằng mọi giá cào bằng vấn đề để đàn áp nữ quyền mới chịu được"
3616,em xin vía ạ殺
3617,nhật bản dân số đang già nhiều hơn trẻ mà ủng hộ lão gia bạc tỉ thì chết à
3618,tôi xem qua màn hình tn mà tôi còn rớt nước mắt huống gì ở tại đó
3619,men hơn tôi lun ! giống trans thế mà gu tui tiểu mỹ thụ
3620,mạnh mẽ lên nhé bạn . chỉ cần bạn hp
3621,tôi hỏi mấy đứa lgbt giữa ham muốn của mày và cảm xúc của người sinh ra nuôi nấng của mày thì lựa chọn nào xứng đáng hơn ?
3622,cảm ơn putin đại đế
3623,: chúc em vững bước khảng định mình . sống thật tốt và lạc quan nha em .
3624,"thôi nạ ' ,"
3625,ủa thấy bth mà ta
3626,. 2 buông còn kịp
3627,dù gì Việt Nam vẫn chưa công nhận lgbt mà
3628,phải mua 2 váy kh thui bị dành đó chùi ui 
3629,"má coi mà tức vl ns 1 thể mẹ ik ' ,"
3630,nam mô anh di đà phật ❤️❤️❤️
3631,cố lên nha cô
3632,xách ba lô và đi
3633,dễ thương ?
3634,ẻo ẻo y chan thằng lương
3635,đẹp
3636,"nói chung là sống trong đặc quyền dài lâu thì bình đẳng giống như là một hình thức ngược đãi vậy đó ' ,"
3637,"với mình glbt giờ xã hội thoág hơn thậm chí còn vài người rất thích các cặp đôi , chỉ có nhữg trog bóg tối họ nói này nói kia thôi chứ họ cũg chả giám làm gì mình"
3638,nói thật chứ con gái mê trai thì bị gọi là mị châu 4.0 mà mê gái cx bị gọi là mị châu 4.0 chứ đâu được bình yên đâu
3639,"thật sự không muốn lập gia đình luôn ấy . cảm giác vừa gánh vác gia đình , vừa bị sếp đì , vừa stres công việc , lại bắt buộc phải kiếm thật nhiều tiền …"
3640,ứ ừ thế ông thử đẻ đi
3641,con les là thứ bệnh hoạn
3642,tôi chưa từng kì thị 1 ai cả
3643,"thắc mắc là gái vừa đủ tuổi cái bắt đi gả xong quay lại nói gái không nuôi được , gả mày . rồi đâu mà chăm= ) mà mắc cười đủ tuổi cái bắt cưới lạ ghê"
3644,mẫn nhi 
3645,bả chỉ chia sẽ câu nói trong kính thánh
3646,"đọc bình luận tiktok mà tưởng đâu phụ nữ chỉ có việc là lấy chồng sinh con thoi á , mà bình luận có tới hơn nghìn tim ' ,"
3647,mà điệu thiệt mà quý vị 
3648,mẹ chok mih lại khoái cháu gái
3649,hèn gì con gái giờ hiếm quá
3650,tôi cũng kì thị cộng đồng đó nữa nk
3651,mình không làm ra tiền ở nhà chăm con.chồng cũng không chịu đi làm ở nhà lêu lổng nhậu nhẹt thì ai nên coi thường ai ạ .
3652,anh nói quá chuẩn
3653,"cố lên nhé miền nam ❤️không ai được chọn bản thân sinh ra như nào , nhưng bạn có quyền được lựa chọn con đường mình đi , cách đón nhận ❤️❤️mạnh mẽ lên nhé"
3654,nick tik tok ổng tên gi vậy miền nam
3655,"lê quốc cường phải khải hôm mình gặp không em ' ,"
3656,trời ơi 梁
3657,làm gì có nữ quyền độc hại đó là tính nữ độc hại các anh nhé
3658,đơn giản 2 từ “ cổ hủ ” 
3659,bạn ấy nói đúng mà .
3660,"thảo : rất hay con đúng là thú thông minh , . tao sẽ mua con về nuôi"
3661,vậy tôi đi lấy chồng đây 
3662,bm em là kỳ thỵ luôn bm em nói em 1 câu mày không phải là con của tao梁 em không biết sao nx anh ơi em iu chồng . nl
3663,đ*t mẹ từ khi có tiktok với lũ truyền thông bẩn bọn phụ nữ ngày càng ảo đá thêm lũ simp chúa đội đàn bà lên đầu nữa
3664,ủa thanh duy đây sao
3665,đi ra ngoài ngay cả đứa nhỏ tuổi nhiều hơn mình còn trêu mình cuộc đời tíu tht chứ
3666,thằng nào từng bị bọn gay ló rờ đít 1 lần sẽ kinh tởm chúng nó cả đời
3667,miệng của thiên hạ mình không quản được nên cũng không cần phải bận tâm em àh .
3668,ai mà trọng nam khinh nữ là tôi né
3669,臘‍♂️cứ ngỡ giáo viên là người có suy nghĩ chính chắn về việc đấy nhưng lại .
3670,chuc 2 anh hanh phuc anh
3671,chuất anh ạ
3672,sao không sang thái
3673,"mình là pansexual , đọc bình luận của các bạn homo trong đây cứ thấy buồn cười kiểu gì ấy = )"
3674,đánh tráo khái niệm vừa = )
3675,em tìm bình luận
3676,"nếu mà con trai không chịu được thì bỏ đi nhá , chị em chúng tôi không cần , anh không lo được thì để thằng khác lo"
3677,bạn tôi là bisex dại trai = )
3678,bạn rất đẹp 殺
3679,cô dâu chú rễ làm lễ rồi mà sao bàn không lên món cho khách ạ ?
3680,hong có trai cái zề
3681,"tự hỏi sao miền nam lại chọn con gấu í nhỉ ? ' ,"
3682,cô giáo mê trai : )
3683,luôn ủng hộ lgbt
3684,tôi chx bao giờ được chú tôi yêu thương☺
3685,"khi mình còn bé ở quảng ninh mình , mình cũng đã gặp rất nhiều trường hợp là giới tính thứ ba . có cả nam và nữ . mình không hiểu nhiều . nhưng mình hiểu một chút là những người như vậy họ sống rất thật với bản thân mình . cảm xúc của họ đó là rất chân thàn … xem thêm ' ,"
3686,bdg chỉ đơn giản là không ép buộc ai đó phải theo 1 chuẩn mực thôi ( mày là x thì mày phải y )
3687,"nguyễn quang mày có phép thuật chưa ? ' ,"
3688,đàn ông không được phép yêu cầu nghỉ thai sản
3689,không hiểu s tôi đọc bình luận mà mới biết có rất nhiều người đang ở tk 19 luôn ấy . tôi luôn nghĩ rằng ở tk này thì miền nam sẽ hiểu và thoáng hơn rồi chứ ? thực sự lgbt cũng cần được respect và họ đg bị hiểu lầm bởi người khác
3690,đang nuôi con nhỏ bị chồng chê vô dụng
3691,"bỏ biết bao nhiều tiền ăn học , nhưng ra làm lương không bằng cả lương công nhân , cái nghề giáo viên nó bạc bẽo vậy đó"
3692,thế có vid logic bình đẳng zớy của 1 số bạn nam trên tik hiện nay không anh 藍   hehe 
3693,tui là nữ nhưng vẫn thấy ông đúng mà : vậy nhất là cái đoạn đòi chia việc á mỗi người có một việc riêng chứ không lẽ có việc nặng thì cho các bạn làm
3694,những kiểu iu như này không phải trù nhưng sẽ không có tương lai . chưa nhìn xa vì cách nói chuyện kiểu chỉ nghỉ trước mắt
3695,i love lgbt ️‍️‍️‍️‍️‍
3696,sv luật cx áp lực wa ạ沈
3697,thần thái gê luôn
3698,"ủa chị ấy bảo có quyền được khóc bà yếu đuối chứ có bảo lúc nào cũng phải khóc với yếu đuối đâu ? , rồi trang điểm hay skincare là mặt của người ta"
3699,katy pery i đát du
3700,hài quá anh ưi
3701,nhiều khi em đọc bình luận mà em bị mất niềm tin quá 
3702,chao oi anh mất em rôi 
3703,bạn cho mình hỏi khi có một bạn nữ phá cách người tao nói tối như nhưnh khi một bạn nam phá phá cách người ta thường bảo chê
3704,"cho cơ hội sống thật mà không thèm , đòi đeo mặt nạ để sống cơ "
3705,tui đã biết tại sao mc này không nổi tiếng là vậy
3706,không cho chia sẽ vậy admin
3707,tiêu 1k cũng phải nghĩ
3708,"thật ngưỡng mộ hai bạn , mình cũng có con gái come out"
3709,"lại trong bình luận của mày hả : ) ' ,"
3710,come out xong out luôn khỏi nhà : )
3711,"thì tôi có nói mày gái mô ' ,"
3712,phải gọi là con ô môi nha
3713,"người ta chỉ nghĩ là ờ “ chưa có đủ điều kiện lo cho vợ con , thì quen trai để thoả mãn ” kiểu thế đó : )"
3714,hậu trường có 1 cái tay trong con mèo gấu bông
3715,năm nó không chịu khó lm toàn nghỉ không bó tuyển vào
3716,độc lạ bình dương : ) 
3717,tình iu không có đúng hoặc sai chỉ cần trái tim rung động
3718,làm mấy content gây tranh cãi để hút view mà chả thấy đâu藍
3719,chị ra hỏi bố chị sẽ biết rõ
3720,wow
3721,thằng bê đê này chơi loại đá nào cho tao tham khảo để tránh nhập về ảnh hưởng đến đồng bào dân tộc
3722,nhưng mà cty ở nhưng bộ phận bốc vác nặng nhọc họ không ưu tiên tuyển nữ vào làm nhỉ 
3723,parky nó thế
3724,"xem mà ngứanh hếtôi cơ quan sinh dục ' ,"
3725,cái mặt đẹp trai vậy mà.haiz tiếc quá : )
3726,này cho đi hát lô tô
3727,"thế thì mấy ô đừng có tan , ngày xưa vậy vì pn không có quyền nên phải cam chịu chứ giờ pn không phụ thuộc nữa nên không sửa chẳng bỏ để làm gì ?"
