,Text
3641,ở lớp mk thì mấy bn đó ko có bị kì thị âu 😁
3642,"Cả nước sao fai sợ phạm thoại',"
3643,"xuất thân Phạm Thoại sinh viên đại học Mỏ địa chất nha má, cô 2 báo học tới lớp mấy?',"
3644,Xinh quá tròi oiiiiii
3645,đúng kiểu mấy đứa trẻ 😅 chưa trải sự đời
3646,thế mới có chuyện tuổi thọ nam giới thấp hơn nữ giới. Bình đẳng giới theo quan điểm mấy mẹ trong cmt thì tuổi thọ cũng ngang ngang rồi.
3647,mong crush cx LGBT 🥺
3648,I LOVE LGBT 🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈
3649,này tập mấy vậy mn
3650,"đây là 10 nước, dù có cho tui tiền thì tui cũng chẳng dám đến nhưng tui sẵn sàng bỏ tiền để đến Canada và Anh Quốc 🥰"
3651,Rất nhìu người kì thị LGBT thì ko đưa lên mà lại kím người nổi tiếng? Bộ ai thuộc LGBT là tốt là thượng đẳng đều phải được tôn sùng tôn kính?
3652,tui cũng sinh thêm bé thứ ba nhưng không phải vì muốn có con trai mà chỉ vì thêm con cho vui
3653,"Theo dõi',"
3654,@712178withblackpink đẹp trai quá
3655,phụ nữ hiếm muộn ở nhà không đi làm cũng áp lực và chịu nhiều điều tiếng không kém...Đàn ông hay phụ nữ đều có áp lực riêng thôi...
3656,giáo viên mà vậy là hết nói nổi
3657,đang thèm 1 cô công chúa
3658,Đừng nói bo nữa đi Người ta là Mẫn Nhi nói bo hoài bả buồn đó
3659,"lớn lên nó ăn chơi nó phá thì chắc chắn cái j , chả có j là chắc chắn ở đây cả zai hay gái cũng vậy thôi"
3660,bình đẳng nếu là bb thì mình vẫn chia đều nha. còn đã là ngiu r thì trách nhiệm n khác. ms iu k ns tới chuyện đẽ. v mấy a ăn con ngta s k ns đi 😌
3661,đáng iu quá 🥰
3662,Đọc cmt như ở thời phong kiến =))))))
3663,"Đẻ đứa con nuôi nấng đã đời mong nó sinh con nối dõi dòng họ có cuộc sống tốt đẹp , phải con t mà nó come out chắc t đau tim mà chết luôn"
3664,bạn này nhìn men quá
3665,"Vì người Bắc sợ mai này không có ai thờ cúng họ thôi. Còn kiểu cháu đích tôn thờ cả họ. Trong Nam thoáng hơn, chết là hết."
3666,LGBT cx tốt nhưng cả thế giới thì ko ổn đâu
3667,"Miễn là ""con người"" thì bisexual đều thích 😂"
3668,"Trúc Mai 2 chồng',"
3669,bả xinh hơn ông nào mà giả gái á
3670,nhà tui trọng nữ khinh nam🥺
3671,lúc đầu nghi nghi ban trai này rùi
3672,thích xem video bạn lắm nè🥰
3673,mình nghĩ cái 4 mình k động ý mình nghĩ họ đang đòi công bằng bằng những vc nhỏ nhặt nhất
3674,Con nhỏ nào lấy phải lại khổ luôn
3675,@langlang.2 buông còn kịp
3676,"tui cũng bị phó hiệu trưởng nói trước trường, và coi như 1 sự đua đòi, thể hiện"
3677,"Dinh Tam con không biết.. chỉ thấy rồi tag mẹ vào thôi',"
3678,"ukm, me yêu nó mà @nanachan713"
3679,conten hay👍
3680,"Các ông ra đời để ý. Cả nam và nữ t chỉ sợ ng hiểu biết, nhẹ nhàng, nc k mất lòng ai. Loại có tý tiền thể hiện thì lại dễ đoán :)))"
3681,Có những thứ thật sự nghe xong chỉ trực chào nước mắt
3682,cũng đúng có sai đâu
3683,giải pháp là tất cả mọi người đều FA giống mình nha :))
3684,"Nhìn thấy mấy bài này không muốn vô xem comment. Rửa tay gác kiếm rồi không muốn gõ phím dong dài nữa đâu',"
3685,"mình nghĩ lúc lớn lên, có công việc ổn định có thu nhập nuôi đc bame thì việc comeout rất dễ í 🥰"
3686,"Lối hành văn trôi chảy, ngôn từ giản dị mà giàu sức gợi cảm, trí tưởng tượng phong phú, thành công trong việc gây ức chế cho FA, nhưng vẫn còn thiếu thực tế. Cố gắng lên nhé bạn, cộng cho bạn 10 điểm thanh lịch!!',"
3687,hoặc là vì đối phó gia đình
3688,họ 0 thích ! đừng hỏi vì sao họ 0 thích vì đã 0 thích rồi thì có ép cũng 0 thích🥰
3689,vỡ og muốn ăn hết hjk
3690,còn ko vậy hóng
3691,T les nhma k phải đứa cgai nào t cx thích😃
3692,"nhà e khó e chỉ nói là "" con không lấy chồng được"" họ tưởng nói đùa nhưng e cũng chẳng giải thích gì nhiều"
3693,sao để móng tay dài thế
3694,Mẹ mk đẻ đến mk là 5 đứa con gái. Nghe mẹ kể bà nội đòi thả mk trên bè cho trôi sông 😊😊😊
3695,Ai là ng sanh e bé vậy ạ thắc mắc lắm ạ 😳😳😳😳😳😳
3696,"Mn cx nên hiểu cho người lớn chứ, sinh một đứa con đã cực khổ rồi, nuôi nó trong thời kì kinh tế khó khăn còn vất vả hơn nữa, chỉ mong con mình hơn"
3697,"Cố gắng lên bạn, ❤️"
3698,Có lỗi gì mà xin??
3699,đúng rồi chú ạ
3700,xinh thế
3701,"Em là học sinh và thuộc cộng đồng,em có thể hiểu đc cảm giác đó ☺️"
3702,"Đấm sấp mặt lun đi. Thử bị LGBD xem có bị x thường ko',"
3703,Thành tâm xin vía 🥰 chúc 2 bạn luôn luôn hạnh phúc
3704,Thẩy bả để mặt mộc siu xinh😘😘
3705,"Thật sự nể những người có thể mạnh mẽ come out.',"
3706,Cô bác gì đó 1977 đâu ròi😭
3707,LGBT là một thế giới sắc màu 🏳️‍🌈
3708,tui vừa xem video Mẫn Nhi sang thái chuyển giới mà sao lại là Hàn😂
3709,chán 😂😂.
3710,ê t sợ t come out xong t out home quá bây
3711,mẹ mjk kêu mjk tránh xa LGBT ra không bị lây :) nhưng mẹ đâu biết con lây tụi nó
3712,xem mà tức
3713,@mẫn nhi nhi mubu
3714,"Tội anh quá . Em may mắn đc cô phó hiệu trưởng trường nhận làm con nuôi , mẹ đứng ra bảo vệ , lo lắng , nói thay tiếng nói của em , lập ra cộng động"
3715,tụi nó suốt ngày xa lánh vì e là LGBT
3716,Thích giọng b này ghê ớ
3717,sinh ra k đc lựa chọn . Hãy là chính mình
3718,ranh
3719,"Bởi sinh nam nhiều thì cũng không ế được phải không mọi người, số đàn ông còn lại sẽ mang hạnh phúc lại cho nhau',"
3720,t thấy nó bth ai làm mk hp thì yeu ko qtrong nam hay nữ✨
3721,như mà các nam có chiều cao khiến tốn sẽ không bao giờ được tuyển Đúng ko🥺🥺
3722,em xin vía ạ🥰🥰
3723,Mong cho tất cả các cô gái luôn cảm thấy hạnh phúc trong tình yêu của chính mình 🌸🌸🌸
3724,Fact:khóc không khiến bạn nữ tính hơn
3725,chắc gì con là của a😂
3726,con gái của mẹ là nhất😂😂😂😂
3727,để ah giúp e 1 chân nhá😊😌
3728,Cặp này nhìn có thể ko bền. Vì nếu tập ăn cơm trước kẻng là suy nghĩ đúng ở “1 số bạn” trẻ. Vì sóng gió có phải mỗi ở gd. 😳
3729,Dù giới tính nào… em cũng mong hai người thật hạnh phúc
3730,Xong r con gấu bông di chuyển thật
3731,Tại sao phải come out?
3732,Chương trình này tên j quên rồi ta?
3733,"Xã giao thôi anh long chung ơi haha',"
3734,"Toi đã khóc, nhưng toi sẽ như Hương Giang nói toi sẽ thành công để đc bame chấp nhận."
3735,cố lên LGBT tiên bạn mà mình cũng có ny rồi@hongloannguyen26
3736,hai chị mà vợ chồng gì Trời
3737,chỉ lặng lẽ đọc cmt của mng 😁
3738,Kệ họ em à..cố lên
3739,"gửi sì trâu ở trên',"
3740,tk bn e bị nói dị nó nói lại thầy là thầy nói dị mai mốt con cháu bị theo nha thầy:>
3741,rồi ai bắt làm trụ cột dợ.t tự đi làm nuôi thân đc mà.😅.có bị liệt đâu
3742,Đánh tráo khái niệm vừa
3743,Bi mà cũng cần comeout hả
3744,thế hệ genz mới nhớ đến
3745,"giải thoát cho mình đi, mình cx áp lực khi làm con trai quá :("
3746,cố lên cô ơi 🥰
3747,Tôi đồng ý và ủng hộ bằng tất cả tấm lòng
3748,"Con nào mà chả là con. Trai hay gái cũng là máu mủ, chất lg hơn số lg. Cứ nuôi con khôn lớn, khỏe mạnh, biết làm ăn là đc r"
3749,ghi lê là đàn ông à ae
3750,Tránh xa ngàn mét 🥺🥺🥺
3751,"Ai Nghèo thì mới khổ,chứ giàu thì đã khác🥺🥺"
3752,ng vk tuyệt vời quá...xứng tầm vũ trụ r
3753,"tôi chỉ mong con cái tôi nó ngoan, khỏe mạnh, lành lặn là thích lắm rồi. quan trọng gì trai hay gái. tôi chỉ sợ mình không có con thôi."
3754,Big F
3755,"Ổng củ tỏi ui, mê ông quá, ai mua gấu mèo tui bán nhá 😅"
3756,Đời này mà còn phân biệt trọng nam khinh nử
3757,bạn dễ thương quá🥰🥰
3758,xem sớm chị ơi 😂😂😂
3759,"Ai cũng có nhược điểm, có ai hoàn hảo đâu mà."
3760,tôi tôn trọng ý kiến của họ và ko bh kỳ thị họ vì tôi có thể hiểu cho họ.lúc tr tôi cx từng như thế.nhg h tôi đã là 1 fan cuồng vs họ
3761,aa mẹ t chấp nhận giới tính của t roii
3762,"Chưa lấy chồng nhưng m thấy đây là video hay nhất từ trước tới nay của c này đối với m. Người ta nói k sai đâu. Có tốt đến mấy, yêu thương đến mấy"
3763,that hay giả ke con me nó đi chung mày cư son son loan het cả tictok
3764,Xin đừng kỳ thị LGBT nữa đc không🥺🙂
3765,tập mấy z ạ
3766,"ly hôn chưa chắc do có mối ngon hơn đâu, vì ck nó ko giúp việc nhà, ko chăm con, cũng ko kiếm tiền về lại ko mang về tình cảm. Đàn ông nên học cách"
3767,"*lấy khăn chấm nước mắt*',"
3768,@camedit k8 😂😌
3769,@Zun Hust come out đi em
3770,"Không biết như nào, nma đã xác định tương lai mà gọi yb là bà là thấy k ổn"
3771,"z thôi nói gọn là cưới vk sinh con đi,thêm cái thích nam vô chi,quen nam đã r ổng cũng bỏ ngta lấy vk chứ j 🙄"
3772,nữ nữ người ta cũng chia ra đứa vợ đứa chồng nha má
3773,Và e đã come out với mẹ xong :)))))
3774,"cô 2 báo coi vui phết chứ có gì đâu =)))) cậu ba thì nói cũng k bảo gì chứ cô 2 báo có làm cgi đâu ta',"
3775,"Bây giờ thời buổi nào rồi còn chồng chúa vợ tôi. Suy nghĩ như vậy làm sao phát triển cho gia đình và xã hội được. Một cách cổ lỗ sĩ. Hạnh phúc gia đình do mình tạo ra không phải tự nó đến và như vậy vô hình chung số p… Xem thêm',"
3776,thời này ko cần con trai thời nay con gái quý hơn con trai nhiều 😏
3777,Ơ tự nhiên tui khóc gòy🥺
3778,Nhìu lúc LGBT ngta còn thành công hơn người bình thường nữa á
3779,mẹ mình cũng vậy🥺
3780,mấy anh trai thẳng cứ sồn sồn vậy cà😒😒
3781,đẹp đôi quá
3782,chem chép ghen gì trời
3783,em hỏi là tao thấy bình thường mà đâu có gì đâu tình cảm ngăn cản cái vai trò đâu
3784,"Đó là sự lựa chọn bạn chọn và khuôn khổ bạn tự đặt ra cho mình. Đừng có đem đi kể lể hay than phiền vs ng khác, thậm chí là ép họ phải giốg bạn"
3785,comeout xong thì vd này😳
3786,ulatr bà xinh vãi ạ😏💗
3787,cho mik hỏi LGBT cũng là mà sao ko có công bằng cho chúng tôi chúng tôi cũng buồn chứ bộ 😔😭
3788,"Tùy cách suy nghĩ của mng, Cá nhân t nha, chuyện bot top nó rất quan trọng, k chỉ trong t.duc mà ngay cả trong tư tưởng, tình cảm nữa, cá nhân t (1)"
3789,em đã nghĩ video nó rất là dài cơ 😂😂😂😂😂😂😂
3790,Cô chủ homestay ấy giống bà tiên xanh xuất hiện trong cuộc đời bạn này 🧚‍♀️Làm mình rớt nước mắt 😢 hên là kết thúc có hậu
3791,TÔI ĐỒNG Ý 🏳️‍🌈❤️‍🩹
3792,tui tên Mỹ Nhân ai cx gọi tui Mẫn Nhi ht =))
3793,@rosa146  khá là nhiều an pha meo trong này nè chị :))
3794,ây về vấn đề này thì chưa chắc đâu nha :) rét vch các chị vẫn mặc váy được mà trong khi chúng tôi mặc 2 quần vẫn rét
3795,"tôi có một đứa bạn chơi với nhau cũng 13năm r ,nó cũng là LGBT , bm nó rất ghét vàluôn luôn nói những lời lẽ khó chịu đến tôi còn cảm thấy
sợ hãi ☺️"
3796,"Tính ra mấy ng này vẫn hiền vs lại lập luận chưa sắt bén nên Phạm Thoại nó chối.',"
3797,I'm speechless@Kiếm tiền tại nhà đơn giản88
3798,Song luân sao a đẹp trai vậy
3799,xem tiktok của ông ck ám ảnh lắm 😂😂😂
3800,"just wanna say sì trâu could never slay as homophobich queen bobbie brown and queen raini rodrigueZ so stop trying to get attention little flop h03s',"
3801,@hungtoo207 duyên tke nhỏ 🥺
3802,Không cần PTTM cũng xinh quá luôn
3803,"Mỗi lần mở điện thoại ra mà gặp con Hồng vân là tôi lướt cho nhanh không cần biết trương trình đó hay , hay dở',"
3804,:V sao mấy đứa cmt hay quá sao ko vô video chính của nhà giả kim cmt?
3805,có nhà ai mà lúc khó khăn thì yêu thương nhau mà giờ có của ăn của để lại mất kết nối dẫn đến ly hôn như nhà tôi ko?
3806,@Uzee @thvyy🫧 cta sẽ là eo di bi tiiii
3807,"hun hun thấy phát mệt , lên truyền hình làm ơn bớt lại kìm lại chút"
3808,@t.ngan079 nhìn quen k
3809,Vứt bỏ😏
3810,Con ở nhà vs mẹ thôi ko đi lấy ck đâu😂
3811,Ức chế
3812,tao là con trai nhưng mà tao thấy bth chả có gì kì thị cả. Miễn sao k làm sai hay phạm tội là được 🤷‍♂️
3813,thế cao thanh tú là trai hay gái vậy
3814,"chào bạn, chúc bạn một ngày tốt lành.',"
3815,"Mình biết là có nhiều định kiến sai nma các bạn đừng có gán mác "" alpha male"" vào các định kiến đấy."
3816,Chính xác luôn ạ 🥰
3817,e dễ thương lắm ❤
3818,"em nói đúng 1cau ""mẹ con thích cgai"" thế là mẹ ok lun"
3819,người giả nhận ra ngày.
3820,Đc cái hơn nửa lớp t là LGBT
3821,Ba a làm gì ă
3822,mấy đứa này có wifi có dữ liệu sao ko lên gg coi nữ quyền là gì mà cứ ngồi ôm tóp tóp phán như thần z ta 🧐
3823,Lạc hậu vậy 😂😂😂
3824,tui vẫn ổn
3825,Viet Nam nữa a
3826,love LGBT
3827,"nhìn 2 bạn đẹp lắm luôn,chúc các e luôn hp"
3828,Ụa gì vậy?
3829,"mình bán acc bác nào cần ib nha',"
3830,ước gì bame mình cũng thấy vd này😊
3831,🤭🤭🤭🤭🤭 vấn đề nằm cả ở 2phía.
3832,"Thế ai đẻ con ở nhà chăm con cho mà mắc gì khinh thường mình ko làm ra tiền. Đẻ con cho nó cho nhà nó nó còn coi thường mình, bme mình đẻ mình ra có"
3833,"R liên qan j cứ nhắc đến đồng tính bệnh hoạn z , n có phải là bệnh đâu ?',"
3834,thật hay Diễn vậy ??
3835,Quá đúng
3836,hồi trược em cx như vậy á nhưng mà thầy càng nói những lời k hay thì ek càng làm riết ổng hết nói luôm
3837,"Vui quá trời',"
3838,Và từ đó những người không thuộc LGBT sẽ bị kì thị à=)
3839,bà nội tôi cũng trọng nằm khinh nữ
3840,enling haland
3841,ở đâu cũng có drama và bàn tán
3842,Dễ thương
3843,"Cũng đúng thí sinh xuống tinh thần có thắng cười ko nổi',"
3844,@darci696
3845,"Thứ dân gì giờ này còn có cảnh đó chính vì đều này mà dân tộc việt nam cần ngày càng lụi tàn',"
3846,Nh mà có con gái cũng thích mà =))) có ch gì dễ chia sẻ lại có đứa cùng làm đẹp đi chơi mua quần áo
3847,chuyện của ngta mắc gì nói ngta
3848,"Cũng đang đi làm xa nhà mà xem video anh không kìm được nước mắt vì nhớ gia đình, nhớ nhà.."
3849,🥰mối qh dễ thương luôn á
3850,chắc vài bạn nữ quyền độc hại phủ nhận vai trò sinh sản của bốbmifnh luôn
3851,kể ra r k sợ ng ngoài nói ra nói vào chỉ sợ phải đối mặt với ng nhà và đối mặt với nhữg ánh mắt ấy
3852,chúc mừng e trai 🥰
3853,k dám nói mẹ biết mik làm hủ 3 năm lun á :((
3854,@𝑇𝑖𝑒n tự nhiên thấy Bo cũng xinh =))
3855,T nghĩ mẹ ở trên clip khok vì buồn đâu giống như t lúc t comeout mẹ t khok vì buồn bảo lỡ như vậy về già không ai lo cho thì sao rồi lúc mất ai hương hoả cho t ôm mẹ khóc vì cũng thương mẹ nhưng mà
3856,@Lucia thèm banhmixiumai bạn áo Xanh na ná bạn Nhân ghê
3857,M thích đẻ con gái😂😂
3858,@Linh cứ thử bắt nạt người ta nứa điiii
3859,@dmyngungok hg piết trường mình có ai hong ☺💔
3860,"diễn viễn diễn hay quá mới ngày nào gần đây còn nói yêu thương rồi li dị lẹ như mây mất hình tượng faptv k còn tin tưởng.... ove',"
3861,Vẫn nhớ cái vid nào đó của ông nhà giả kim được tung hô lên tận trời mặc dù nó xàm vcut 🤡
3862,LGBT chứ đâu phải thứ j ác độc đâu kì thị họ lmj
3863,gia đình e chấp nhận vì thw e và ko nói j cả🥰
3864,"kh bận tâm ,mình hạnh phúc là đc"
3865,Đàn ông nên thay đổi tư duy của mình. Yêu thương phụ nữ nhiều hơn
3866,giọng ấm quá
3867,"a này nhìn hiền ghê, bạn nữ kia cũng tội nghiệp, thương quá 🥺"
3868,Ông anh này nói chỉ có chuẩn thôi😔💖
3869,"Tui cũng thuộc LGBT, tui là thụ tính cách thì dịu dàng như con gái, mn hay đùa rằng em nữ tính nhất nhà trong khi nhà toàn cgai và tui biết...."
3870,"@tuanhoan 1609 để em trả cho, khỏi chia đôi"
3871,"ko đẻ con gái đời ko nể, tôi cưng con gái hơn con trai"
3872,nhiều công ty chọn nam ma k chọn nữ
3873,Nói thẳng miền Bắc bớt cổ hũ bớt gia trưởng bớt cái tôi đi.
3874,nghe tức🙃🙃🙃
3875,vậy cuối cùng là bà thích zai hay gái á 😅
3876,đến người nhà tui còn hok dám nói ra thì những người ngoài kia như thế nào nữa:((
3877,uổn vải ae ạ
3878,hình như nữ chuyển nam😂😂
3879,Gì có ông nào nói vậy hả😳
3880,bản thân e là con gái. có a trai. nhưng chỉ mình e lo cho bố mẹ thôi 🥺🥺🥺
3881,idol 1 thời haizzz
3882,top thì còn có vậy chứ bot mà đi lấy vợ chắc t lạy từ bắc xuống nam lạy từ đông sang tây luôn á :((
3883,"cho mình xin tên nhân vật trong video với ạ, bạn ấy thật nghị lực"
3884,Ủa mấy ông Alpha Male bị sao đấy??? Trong vid nói đàn ông cũng có cảm xúc nên khóc là chuyện bình thường chứ có bảo động là khóc đâu mà gào mồm???
3885,"Cuối năm ngoái, Tổng thống Putin ký luật cấm tuyên truyền LGBT. Luật này được mở rộng từ luật cấm tuyên truyền LGBT với trẻ vị thành niên."
3886,Họ cũng là con ng mà 🥺 riêng tui rất rất thít và khâm phục lgbt 🏳️‍🌈 họ cực cực kỳ rất rất giỏi và họ rất thành công🥰🥰🥰
3887,Thì kệ người ta lgbt là ng họ đánh ddC tôn trọng còn nếu nhật kì thị thì kệ bọn họ
3888,Mọi chuyện điều ổn cho tới khi thấy mặt đứa bé😂
3889,yes LGBT tui ủng hộ<3
3890,b là công hay thụ z hihi
3891,@hân đọc cmt tưởng thời pk
3892,ngay cả khi cha mẹ cho tôi một thân hình lành lặn.mà vì tình yêu tôi bị phản bội.tôi thà yêu một người giống như tôi còn đáng giá hơn
3893,@qn biết 2 ng này k 🤡
3894,Giới tính thứ 3 tôi yêu họ vì họ cũng là con người như chúng ta 🥰
3895,em cũng gv thuộc Lgbt luôn chị
3896,"Môi trường sống văn minh tạo ra những người văn minh, cô ấy ko kỳ thị LGBTQ+ là một lẽ thường thôi còn phải hỏi nữa."
3897,"mặc dù trc đó em chx xem đc clip này của anh. , nhưng theo suy nghĩ của em thì ,... em đã làm theo cách 1
 và e đã đc ba mẹ chấp nhanh từ từ rồi ạ ."
3898,hình như chưa có 1 bài hit nào
3899,@Quốc Huy nè hỉu ch
3900,má ơi đẹp z
3901,Lão Gia Bạc Tài
3902,xinh wa trời.Ko nghĩ là con trai luôn á
3903,"Vì họ nặng chữ hiếu, mình cũng tôn trọng"
3904,Xem video anh bị nghiền luônnnn
3905,"Thái chợ gà',"
3906,s ổng có duyên dữ z trời!! cưng ghê!! 😁
3907,"Những ng đàn ô ám ảnh nữ quyền, bởi vì quyền lợi của họ giảm xuống,k còn cái giọng trịnh thượng đàn áp.Đa phần đàn ô hiểu sai định nghĩa nữa quyền.nếu tư duy k thay đổi con gái chúng m sẽ là ng khổ."
3908,dù có bị kì thị thì mình vẫn bỏ ngoài tai còn điều gì tuyệt hơn khi là chính mình nhỉ ^^
3909,"Ông chê đó đóng đam mỹ ngắn mà',"
3910,phân biệt bình đẳng với công bằng trc đi rồi nói chuyện
3911,Cưng... xúc động.
3912,tên game t là mẫn nhy:)
3913,lao động nam vào các anh động cái là đòi đấm với chặn quản lý thì chả vậy
3914,Đã có trên youtube
3915,bà trong video y như bà ngoại nuôi của t :)
3916,tui giả bộ nói về lgbt các kiểu và mẹ chửi tui các bác ạ :>
3917,"tui bị hoài nhưng đã quen rùi
( nhưng trong lòng tui lại buồn 🙂 )"
3918,"thích điều cuối nha, không nhất thiết phải có 1 người làm chồng đâu. Như vậy thì khác gì yêu con trai như bình thường đâu chứ?"
3919,ủa hình như mình nhớ gil lê là nữ mà
3920,chúc hai em hạnh phúc
3921,người ta có cặp để khổ 🥺 mình chưa bao giờ ném trãi
3922,"Trước mình ở gần a kia cũng như a này ngta hiền lắm tiết kiệm, chịu khó thương vk con nữa"
3923,Anh này nói dễ hiểu vãi🥺
3924,":)) đồng tính chứ k phải bị đồng tính nha , vốn k phải là bệnh r',"
3925,tự lập r mới com out 🤣🤣
3926,e thấy LGBT 10 ng đã 8 ng gd k chấp nhận và khổ gia đình r khổ khổ cả ty bởi h chả mấy trái tim chân thành😌😌😌
3927,đối xử mà đứa thương đứa ghét thì sao mà nó thương lại được
3928,là ck sao lại chuyển giới thành nữ ạ
3929,"con trai chỉ là thứ họ chơi khi con trẻ
 ai lại chọn từ bỏ
 1 gđ êm ấm với những đứa trẻ
 khi vè già chứ😌"
3930,"mấy má cứ nói kinh thánh kinh thánh trong khu cầu vong trong kinh thánh là 7 màu nhưng bả chỉ chia sẻ có 6 màu, kinh kiểu j?"
3931,@Bảo Trâm xấu xí 🫶 🥺🥺
3932,chuẩn luôn 🥰🥰🥰
3933,Tự nhiên coi clip này mình rớt nước mắt... mặt dù k phải trong giới nhưng rất hay coi những chương trình về LGBT và mỗi lần coi có khi buồn. khóc theo
3934,tôi là LGBT nè 🏳️‍🌈🏳️‍🌈🏳️‍🌈
3935,nó ăn sâu vào trong tiềm thức rồi vẫn k gỡ bỏ được cái gọi là kỳ thị 🥺
3936,"Mua hộp quà hoặc khung ảnh tặng người eoo ghé sốp nhaa',"
3937,em vậy mà có người nói em tomboy nè 🥰😂
3938,Bật khóc khi lướt đến đây😔
3939,Xem hết tập thì ng hy sinh nhiều nhất là Bắc. Vì Lĩnh rất tình cảm và đào hoa khiến Bắc đau đến nhiều lần. Ngưỡng mộ thật sự
3940,"Giờ thời buổi này làm gì có chuyện trọng nam khinh nữ vào tối bo ngay chồng này',"
3941,"Đel đi làm thì không có tiền, không có tiền thì tụi m bỏ. Tụi m bỏ kiếm thằng khác, rồi thằng khác cũng như vậy . Thành 1 vòng"
3942,sớm😳
3943,@strawberryfortaejin có vẫn nhiều người có định kiến nhỉ
3944,bạn cảm thấy hp khi bạn nư kia đã để lại cho ban 1 thiên thần nên bạn cố chăm sóc máu mủ của mình nhé chúc 2 bạn hp
3945,"Chương trình này ko nên tồn tại . vì lộ tính cá nhân của mình',"
3946,𝓽 LGBT 𝓵â𝓾 𝓻
3947,"Câu này nó cũng na ná gần giông
Khi yêu con gái mất thanh xuân còn trai thì không 😂😂😂"
3948,cùng trường hợp với bạn🥺🥺
3949,"Nguyễn Ngân hơi lo cho m, hình như tới h m vẫn chưa come out',"
3950,"Các bạn coi đó là tính nam độc hại nhưng chúng tôi coi đó là tự trọng. Tự trọng chúng tôi rất cao, k thay đổi được đâu 😌"
3951,"mik cắt tomboy mẹ toàn bảo trai ko ra trai gái ko ra gái
đó là đam mê của mik mà
dù bt bố mẹ cx muốn tốt nhưng mik muốn đc là chính mik🥺"
3952,@Nguyễn Hiếu ctrai nha để mình tui được làm công túa thuiiiii
3953,mê đắm những câu chuyện đầy nỗi đau của chị
3954,mũi trước kia đẹp hơn
3955,Bố mẹ mình nói vui” biết thế ngày xưa sinh luôn 5 cô con gái . Mặc dù mình cũng có một vậy em trai ngoan
3956,Mn ơi làm cái giọng đầu video như thế nào nhỉ
3957,"có cờ hó mới tin bọn này. ae nó với nhau hết',"
3958,"Giả bộ shock cho chị dui nhma nói hiệc là xịn xĩu Tường ơiii',"
3959,I LOVE LGBT ❤❤❤❤❤🥰
3960,"B đó nói đâu có gì là sai, tùy theo mỗi người hiểu ntn, đó là quyền tự do ngôn luận, chả ảnh hưởng gì đến ai. Chỉ là các bạn quá coi trọng iol mình r"
3961,cho em mua 10 lọ với
3962,và những người trẻ tuổi hiện nay(1 số ít) lại kì thị ngôn tình:)
3963,tht hợp 😋
3964,"T nói thật, may là t đẻ dc th con trai nó đang học vs ăn đồ tao nấu vui cửa vui nhà. Con gái nó về nhà ck r chắc vck t lủi thủi 1 mình"
3965,"nói chung đồng tính đừng lấy vk là đc ,chỉ khổ c gái ngta',"
3966,a này dịu tui có mấy con bạn siêu bot đứng còn men hơn mấy thang nam:))
3967,Haizzzz. Phí thật.
3968,"thế anh biết có ng trên tiktok còn tạo ra cả ""sigma alpha male"" chưa"
3969,ở chỗ mình cũng vậy. nhà nào chưa có là cố
3970,kệ miệng đời đi gái họ có sống vì mình hay cho mình đâu nên ko quan tâm. Ta sống đúng với lương tâm và đâm mê của mình thôi
3971,Anh chàng bạc tỉ
3972,có cái đb thứ bọn m muốn là thượng đẳng quyền
3973,bà ní tồ😂😂
3974,"t từ bên kia qua đây t thấy c kia bảo ko hận nhưng sợ ko dám về, gặp t t cx ko về. Lỡ về rồi có ai đảm bảo là sẽ không bị đánh nữa đâu"
3975,mình đẹp nhất là khi mình là chính mình 🥰
3976,"Mấy má hay bot-bot top-top sao quen nhau?? Ủa vậy thân xác con trai sao ko đi quen bèo đi má, đi quen con trai chi dẫy?"
3977,Đừng ai làm tộn thương anh í nhá😁🥰
3978,Cmt thấy hài thật v=)))
3979,Kì thị LGBT có lm sao ko ạ?
3980,cặp đôi hai em đẹp quá chúc 2 em mãi hạnh phúc nhé ♥♥♥♥♥♥
3981,@29nmn m học thầy này kh
3982,chả phải chính phụ nữ các bạn nói là đàn ông phải có tiền thì mới tạo cảm giác an toàn phải có chí tiến thủ phải là chỗ dựa cho ny đó chính là áp lực
3983,"bóng',"
3984,riêng cái mặt ổng đã đủ tấu hài rùi á =))
3985,không nhận ra luôn á😳
3986,vậy hai người kia là con j🤡
3987,"sát thương chuẩn 😂😂
 nhưng nó vừa chuẩn và chí mạng mới chất 😂😂"
3988,"Chị em nào muốn có vòng 1 căng tròn săn chắc ,nội tiết tố ổn định hết khô hạn da sáng mờ nám tàn nhang thì sử dụng ngay sản phẩm kẹo mầm thảo mộc 37 bên em nha\nBản thân em cũng là khách hàng sử dụng sản phẩm hiệu quả sau đó mới kinh doanh nên các c… Xem thêm',"
3989,2 đua này ngáo ak
3990,@baonghi 2705 sao có thể như vậy được
3991,Chủ video này tôi xin phép bảo bạn 1 câu. Bạn bảo vệ nữ quyền thì bạn đổi vai đi. Bảo vợ bạn làm 5 thằng chồng trong đó có bạn. Sẽ hiểu!
3992,lớp 6la tụi nó chơi pach pach rồi lớp 7la gia rồi
3993,"Nhà cậu t ba ông con trai nhưng nó lgbt hết cả 3, đbiet nó giỏi lo lắng nhà của như con gái, có điều nó ko lấy vợ lập gđ thui"
