index,text,label,platform,processed_text
4228,vui_tai haha,0.0,TikTok,vui_tai haha
4229,tarot claim lắm sinh_vật claim,1.0,TikTok,tarot claim lắm sinh_vật claim
4230,thực bọn thương trách,0.0,TikTok,thực bọn thương trách
4231,sinh_vật,1.0,TikTok,sinh_vật
4232,video chủ_đề,0.0,TikTok,video chủ_đề
4233,confirmation bias người miền nam xấu thằng xấu người miền bắc xấu bắc xấu,0.0,TikTok,confirmation bias người miền nam xấu thằng xấu người miền bắc xấu bắc xấu
4234,what for real people say this,0.0,TikTok,what for real people say this
4235,lạ dân_tộc thượng đăng pb dân_tộc khu_vực nhiệt_đới ẩm khmer pb với dân_tộc giỏi,0.0,TikTok,lạ dân_tộc thượng đăng pb dân_tộc khu_vực nhiệt_đới ẩm khmer pb với dân_tộc giỏi
4236,sinh_vật xác,1.0,TikTok,sinh_vật xác
4237,,0.0,TikTok,
4238,miền trung gọi cực_kì hm,0.0,TikTok,miền trung gọi cực_kì hm
4239,tui người miền nam gốc hoa tui không nhg câu nv chút tôi không nc chia_rẽ kiểu,0.0,TikTok,tui người miền nam gốc hoa tui không nhg câu nv chút tôi không nc chia_rẽ kiểu
4240,mấy miền trung bất_tử không,0.0,TikTok,mấy miền trung bất_tử không
4241,thực đọc mấy coment kiểu hài không cay cno nhai năng rồi,0.0,TikTok,thực đọc mấy coment kiểu hài không cay cno nhai năng rồi
4242,công không cãi hội không thức học_thức không tik tok chửi linh_tinh,0.0,TikTok,công không cãi hội không thức học_thức không tik tok chửi linh_tinh
4243,gọi sinh_vật,1.0,TikTok,gọi sinh_vật
4244,sợ thù sợ giặc cướp khóc hằn gắn nô_lệ,0.0,TikTok,sợ thù sợ giặc cướp khóc hằn gắn nô_lệ
4245,namki khóc tổ_tiên cali nc mẽo bắc trung đuổi cali cạo móng,1.0,TikTok,namki khóc tổ_tiên cali nc mẽo bắc trung đuổi cali cạo móng
4246,đầu_óc đứa trẻ mầm_non vậy,0.0,TikTok,đầu_óc đứa trẻ mầm_non vậy
4247,đọc bình_luận bất_lực cuộn trào thể,0.0,TikTok,đọc bình_luận bất_lực cuộn trào thể
4248,cali cay cay,1.0,TikTok,cali cay cay
4249,tao miền nam chả bọn bây quái thik parky,0.0,TikTok,tao miền nam chả bọn bây quái thik parky
4250,lũ parky run chó ngã ao,1.0,TikTok,lũ parky run chó ngã ao
4251,写真,2.0,TikTok,写真
4252,học chán_chê nhét bao_nhiêu chữ đầu hồ dạy lưu_tâm,0.0,TikTok,học chán_chê nhét bao_nhiêu chữ đầu hồ dạy lưu_tâm
4253,quân giải_phóng miền nam toàn cụ miền bắc,0.0,TikTok,quân giải_phóng miền nam toàn cụ miền bắc
4254,nqa đăng kìa,0.0,TikTok,nqa đăng kìa
4255,namkiki chậm,1.0,TikTok,namkiki chậm
4256,kệ đi bao_giờ chán,0.0,TikTok,kệ đi bao_giờ chán
4257,chiến đám nít,0.0,TikTok,chiến đám nít
4258,đứa trẻ mồ_côi parky,1.0,TikTok,đứa trẻ mồ_côi parky
4259,hấp khoảnh_khắc,0.0,TikTok,hấp khoảnh_khắc
4260,cầu quãng trị chia_cắt hai miền nam bắc suốt,0.0,TikTok,cầu quãng trị chia_cắt hai miền nam bắc suốt
4261,trungky im_lặng tưởng_niệm,0.0,TikTok,trungky im_lặng tưởng_niệm
4262,anh_em tôi monkey,0.0,TikTok,anh_em tôi monkey
4263,thưa,0.0,TikTok,thưa
4264,,0.0,TikTok,
4265,tôi vợ tôi dịp thăm lăng chùng mày vợ_chồng miền trung miền nam bắc thăm,0.0,TikTok,tôi vợ tôi dịp thăm lăng chùng mày vợ_chồng miền trung miền nam bắc thăm
4266,video thiết_thực coment thất_đức,0.0,TikTok,video thiết_thực coment thất_đức
4267,ràng,0.0,TikTok,ràng
4268,namky,1.0,TikTok,namky
4269,mãnh đất được nuôi_trồng giọt máu chiến_sĩ đau_xót mẹ phận biệt nam bắc,2.0,TikTok,mãnh đất được nuôi_trồng giọt máu chiến_sĩ đau_xót mẹ phận biệt nam bắc
4270,video chả bình_luận buồn hệ,0.0,TikTok,video chả bình_luận buồn hệ
4271,tiếc hệ,0.0,TikTok,tiếc hệ
4272,cap duồn,0.0,TikTok,cap duồn
4273,đừng chứng_tỏ yêu câu chat chứng_tỏ xã hộivì cộng_đồng văn_minh,0.0,TikTok,đừng chứng_tỏ yêu câu chat chứng_tỏ xã hộivì cộng_đồng văn_minh
4274,parky hẳn bố hào bố người parky,0.0,TikTok,parky hẳn bố hào bố người parky
4275,tôi game mấy thằng kiểu parky xúc tôi miền trung,1.0,TikTok,tôi game mấy thằng kiểu parky xúc tôi miền trung
4276,mấy đứa mấy chữ đấy tôi mồm không tâm_can hổ_thẹn không nhục_nhã giờ học lịch_sử qtrong,0.0,TikTok,mấy đứa mấy chữ đấy tôi mồm không tâm_can hổ_thẹn không nhục_nhã giờ học lịch_sử qtrong
4277,không bọn namkiki tiếng,1.0,TikTok,không bọn namkiki tiếng
4278,parky,0.0,TikTok,parky
4279,bao_nhiêu nhã_nhặn nam bắc,2.0,TikTok,bao_nhiêu nhã_nhặn nam bắc
4280,bắc_nam đéo thằng nam bắc chửi sợ vỡ mõm,0.0,TikTok,bắc_nam đéo thằng nam bắc chửi sợ vỡ mõm
4281,chào cali nha,1.0,TikTok,chào cali nha
4282,đừng dần lãng_quên bọn caly khứ việt_nam hiện tương_lai,1.0,TikTok,đừng dần lãng_quên bọn caly khứ việt_nam hiện tương_lai
4283,mấy thằng coment parky thằng lộ địa,0.0,TikTok,mấy thằng coment parky thằng lộ địa
4284,hóng bọn mày kiên_nhẫn bình_luận bh,0.0,TikTok,hóng bọn mày kiên_nhẫn bình_luận bh
4285,đa mấy đứa pvm toàn đảm wibu nổi,0.0,TikTok,đa mấy đứa pvm toàn đảm wibu nổi
4286,tư_tưởng,0.0,TikTok,tư_tưởng
4287,nhg tiếc gia_đình nhg đứa mồ_côi tư_tưởng,0.0,TikTok,nhg tiếc gia_đình nhg đứa mồ_côi tư_tưởng
4288,hồ đg cứu sô thk đg,0.0,TikTok,hồ đg cứu sô thk đg
4289,đừng rep bọn phân_biệt vùng miền bọn tiếng việt,0.0,TikTok,đừng rep bọn phân_biệt vùng miền bọn tiếng việt
4290,vậy rồi bình_luận parky được,0.0,TikTok,vậy rồi bình_luận parky được
4291,đời dân bàn trắng thân không đồng xuất_phát cảng rồng mời hảo thơ nối tếp,0.0,TikTok,đời dân bàn trắng thân không đồng xuất_phát cảng rồng mời hảo thơ nối tếp
4292,toàn lũ không thức mạng rồi hùa không biết sai,0.0,TikTok,toàn lũ không thức mạng rồi hùa không biết sai
4293,truyền_hình,0.0,TikTok,truyền_hình
4294,lực chia_rẽ ta đoàn_kết đứa ngoại_quốc rơi_vãi thua không,0.0,TikTok,lực chia_rẽ ta đoàn_kết đứa ngoại_quốc rơi_vãi thua không
4295,bình_luận vô_học,0.0,TikTok,bình_luận vô_học
4296,thể chia_rẽ dân_tộc tẩy_chay không_thể chia_cắt đất việt_nam,0.0,TikTok,thể chia_rẽ dân_tộc tẩy_chay không_thể chia_cắt đất việt_nam
4297,yêu việt_nam,2.0,TikTok,yêu việt_nam
4298,parky parky phóng_khoáng an_nhàn rồi rực_rỡ không khôn_ngoan yêu_thương,0.0,TikTok,parky parky phóng_khoáng an_nhàn rồi rực_rỡ không khôn_ngoan yêu_thương
4299,nam bắc,2.0,TikTok,nam bắc
4300,hồ dạy yêu tổ_quốc yêu đồng_bào phân_biệt miền,2.0,TikTok,hồ dạy yêu tổ_quốc yêu đồng_bào phân_biệt miền
4301,dân ta sử ta,0.0,TikTok,dân ta sử ta
4302,long không cs,0.0,TikTok,long không cs
4303,mấy tk parky dân việt_nam kh,0.0,TikTok,mấy tk parky dân việt_nam kh
4304,tôi xử_lý vấn_đề mầm_mống,0.0,TikTok,tôi xử_lý vấn_đề mầm_mống
4305,ok hoà vời namkiki,1.0,TikTok,ok hoà vời namkiki
4306,lũ khát vô cắn tao nè không,0.0,TikTok,lũ khát vô cắn tao nè không
4307,phân_biệt vùng miền phạt tr tr tù,0.0,TikTok,phân_biệt vùng miền phạt tr tr tù
4308,không chỗ parky namky,1.0,TikTok,không chỗ parky namky
4309,bố_thí bọn phản_quốc nè,0.0,TikTok,bố_thí bọn phản_quốc nè
4310,miền trung ta cảm dị dùm miền,0.0,TikTok,miền trung ta cảm dị dùm miền
4311,hệ xưa đẹp gấp đôi tàn_ác,0.0,TikTok,hệ xưa đẹp gấp đôi tàn_ác
4312,bình_luận parky,0.0,TikTok,bình_luận parky
4313,trăm cõi ta ngàn thoát việt cali,1.0,TikTok,trăm cõi ta ngàn thoát việt cali
4314,đọc bình_luận tôi bất_lực ràng đừa đi học lịch_sử,0.0,TikTok,đọc bình_luận tôi bất_lực ràng đừa đi học lịch_sử
4315,ninh quế đăng,0.0,TikTok,ninh quế đăng
4316,không câu parky cá_rô học lịch_sử đối yêu sử cảm khen đấy,0.0,TikTok,không câu parky cá_rô học lịch_sử đối yêu sử cảm khen đấy
4317,chó parky namky,1.0,TikTok,chó parky namky
4318,miền nam miền bắc thẳng thắng mẽ nhân_tài đất lũ trẻ,0.0,TikTok,miền nam miền bắc thẳng thắng mẽ nhân_tài đất lũ trẻ
4319,đọc bình_luận dân không vậy vậy,0.0,TikTok,đọc bình_luận dân không vậy vậy
4320,toàn miền nam miền bắc thực miền bắc bọn bao phân_biệt không thèm chấp haha,0.0,TikTok,toàn miền nam miền bắc thực miền bắc bọn bao phân_biệt không thèm chấp haha
4321,lũ cali chia phe đất ta đi yêu_thương,0.0,TikTok,lũ cali chia phe đất ta đi yêu_thương
4322,hệ giờ toàn phân_biệt miền không với hệ xưa,0.0,TikTok,hệ giờ toàn phân_biệt miền không với hệ xưa
4323,xưa tôi tưởng miền nam văn_minh lắm bạn,0.0,TikTok,xưa tôi tưởng miền nam văn_minh lắm bạn
4324,nam đi học chọc bk đứa câu game được sống đẹp chuẩn,0.0,TikTok,nam đi học chọc bk đứa câu game được sống đẹp chuẩn
4325,vị già kinh yêu_đời đất mấy bọn trẻ không chân trọng hồ dậy parky,0.0,TikTok,vị già kinh yêu_đời đất mấy bọn trẻ không chân trọng hồ dậy parky
4326,mấy video chặn chat không mệt lắm ad,0.0,TikTok,mấy video chặn chat không mệt lắm ad
4327,người miền nam đọc bình_luận toàn đứa spam par xúc đất phân_biệt vùng miền,0.0,TikTok,người miền nam đọc bình_luận toàn đứa spam par xúc đất phân_biệt vùng miền
4328,cầu_hiền lương không,0.0,TikTok,cầu_hiền lương không
4329,bọn phân_biệt vùng miền khóc cay,0.0,TikTok,bọn phân_biệt vùng miền khóc cay
4330,giới trẻ thời lạ thậtoàn phân_biệt vùng miền,0.0,TikTok,giới trẻ thời lạ thậtoàn phân_biệt vùng miền
4331,tất miền nam_sinh người phân_biệt,0.0,TikTok,tất miền nam_sinh người phân_biệt
4332,đăng video được bình_luận tiêu_cực vậy,0.0,TikTok,đăng video được bình_luận tiêu_cực vậy
4333,eror,0.0,TikTok,eror
4334,visa parky,1.0,TikTok,visa parky
4335,bố bắc mẹ nam kiểu,0.0,TikTok,bố bắc mẹ nam kiểu
4336,bắc,0.0,TikTok,bắc
4337,vtv mày bọn phân_biệt vùng miền,0.0,TikTok,vtv mày bọn phân_biệt vùng miền
4338,bọn trung_quốc thằng sủa câu trung_quốc chia_rẽ tình anh_em nam bắc,2.0,TikTok,bọn trung_quốc thằng sủa câu trung_quốc chia_rẽ tình anh_em nam bắc
4339,lũ trẻ,0.0,TikTok,lũ trẻ
4340,tôi miền bắc đọc bình_luận biết bất_lực,0.0,TikTok,tôi miền bắc đọc bình_luận biết bất_lực
4341,buồn đọc được bình_luận không suy bố_mẹ học đàng_hoàng bme,0.0,TikTok,buồn đọc được bình_luận không suy bố_mẹ học đàng_hoàng bme
4342,đọc bình_luận chán lũ vô_học,0.0,TikTok,đọc bình_luận chán lũ vô_học
4343,vtv,0.0,TikTok,vtv
4344,chiến trẻ không bao kết_thúc,0.0,TikTok,chiến trẻ không bao kết_thúc
4345,đất chia miền miền bắc đêm hướng nam đấu_tranh_thống gọi ta parky,0.0,TikTok,đất chia miền miền bắc đêm hướng nam đấu_tranh_thống gọi ta parky
4346,không kỳ_thị nam bắc mong_ước tp hcm quê được ji không bây_giờ,0.0,TikTok,không kỳ_thị nam bắc mong_ước tp hcm quê được ji không bây_giờ
4347,đội ta chiến_đấu dũng hiến trường hào bình được lập dân cảnh tan nhân,0.0,TikTok,đội ta chiến_đấu dũng hiến trường hào bình được lập dân cảnh tan nhân
4348,không việt thể thực buồn,0.0,TikTok,không việt thể thực buồn
4349,tôi lai_châu sài_gòn học đại_học kì_thị,0.0,TikTok,tôi lai_châu sài_gòn học đại_học kì_thị
4350,parky,1.0,TikTok,parky
4351,công cảm_hứng,0.0,TikTok,công cảm_hứng
4352,namky namkiki,1.0,TikTok,namky namkiki
4353,hệ_thống giáo_dục vấn_đề,0.0,TikTok,hệ_thống giáo_dục vấn_đề
4354,giải_phóng được giặc ngoại_xâm nội_xâm miền nam ghét bắc được thởu nguyễn_chia đất,0.0,TikTok,giải_phóng được giặc ngoại_xâm nội_xâm miền nam ghét bắc được thởu nguyễn_chia đất
4355,công cảm_hứng,0.0,TikTok,công cảm_hứng
4356,hạnh_phúc may_mắn sống hoà_bình chiến_sĩ hp quê_hương,0.0,TikTok,hạnh_phúc may_mắn sống hoà_bình chiến_sĩ hp quê_hương
4357,parky ní nựng,1.0,TikTok,parky ní nựng
4358,nam bắc,2.0,TikTok,nam bắc
4359,phân_biệt miền nguy_hại an_ninh trị đất_nhẹ hậu,0.0,TikTok,phân_biệt miền nguy_hại an_ninh trị đất_nhẹ hậu
4360,parky thực_dân pháp gọi đồng_bào miền bắc hổ trợ miền nam ta gọi mỉa_mai kì_thị nam bắc,2.0,TikTok,parky thực_dân pháp gọi đồng_bào miền bắc hổ trợ miền nam ta gọi mỉa_mai kì_thị nam bắc
4361,tp phản_động cx không tinh_thần yêu đoàn_kết cta chia_rẽ được,0.0,TikTok,tp phản_động cx không tinh_thần yêu đoàn_kết cta chia_rẽ được
4362,mấy đứa phân_biệt vùng miền cay,0.0,TikTok,mấy đứa phân_biệt vùng miền cay
4363,parky namky ghét câu không vui hồ hi_sinh đồng_bào tất,2.0,TikTok,parky namky ghét câu không vui hồ hi_sinh đồng_bào tất
4364,đứa trẻ không,0.0,TikTok,đứa trẻ không
4365,nam bắc không fai đất việt_nam mìh hoi nam không thic bắc người bắc ghét người nam điển hìh mạg toàn lẻ,0.0,TikTok,nam bắc không fai đất việt_nam mìh hoi nam không thic bắc người bắc ghét người nam điển hìh mạg toàn lẻ
4366,khg nc ns được vậy cx được hc đàng_hoàng,0.0,TikTok,khg nc ns được vậy cx được hc đàng_hoàng
4367,kệ đi toàn lũ trẻ không học đi spam parky chuẩn kid,0.0,TikTok,kệ đi toàn lũ trẻ không học đi spam parky chuẩn kid
4368,hỉu parky nhạy_cảm với parky,0.0,TikTok,hỉu parky nhạy_cảm với parky
4369,bình_luận toàn người tôm,0.0,TikTok,bình_luận toàn người tôm
4370,mấy cháu học cm pk,0.0,TikTok,mấy cháu học cm pk
4371,đoàn_kết đoàn_kết đại_đoàn_kết thành_công thành_công đại thành_công,0.0,TikTok,đoàn_kết đoàn_kết đại_đoàn_kết thành_công thành_công đại thành_công
4372,trào_lưu phân_biệt miền mưu_đồ kẻ phản_động chia_rẽ đoàn_kết dân_tộc tỉnh_táo,0.0,TikTok,trào_lưu phân_biệt miền mưu_đồ kẻ phản_động chia_rẽ đoàn_kết dân_tộc tỉnh_táo
4373,parky,1.0,TikTok,parky
4374,không coi trò_đùa_hoá việt_nam không đoàn_kết tưởng,0.0,TikTok,không coi trò_đùa_hoá việt_nam không đoàn_kết tưởng
4375,ta chữa lũ kids lor,0.0,TikTok,ta chữa lũ kids lor
4376,phủ đề_xuất cấm tiktok phản_đối liên_tục bình_luận táp tác_hại rồi đấy,0.0,TikTok,phủ đề_xuất cấm tiktok phản_đối liên_tục bình_luận táp tác_hại rồi đấy
4377,miền nam hồ dạy không yêu tổ_quốc yêu đồng_bào miền nam quên rồi,2.0,TikTok,miền nam hồ dạy không yêu tổ_quốc yêu đồng_bào miền nam quên rồi
4378,đọc bình_luận tôi batman,0.0,TikTok,đọc bình_luận tôi batman
4379,miền bắc chào,0.0,TikTok,miền bắc chào
4380,dân miền bắc dòng máu việt_nam xúc câu parky namky,2.0,TikTok,dân miền bắc dòng máu việt_nam xúc câu parky namky
4381,paky cay,1.0,TikTok,paky cay
4382,phân_biệt vùng miền vô bảo hoà dàng,0.0,TikTok,phân_biệt vùng miền vô bảo hoà dàng
4383,công cảm_hứng,0.0,TikTok,công cảm_hứng
4384,trc giải_phóng miền nam miền bắc viện_trợ miền nam sức sức nha mấy cu tao dân nam,0.0,TikTok,trc giải_phóng miền nam miền bắc viện_trợ miền nam sức sức nha mấy cu tao dân nam
4385,nam bắc ta lực thể chia_cắt,2.0,TikTok,nam bắc ta lực thể chia_cắt
4386,bọn đế_quốc đi đám lai_căng,0.0,TikTok,bọn đế_quốc đi đám lai_căng
4387,đọc mấy bình_luận parky makiki mấy trẻ thao_túng cảm vui bm cno đẻ cali món đôi_co bình_luận lmj thành mày phân_biệt vùng miền,0.0,TikTok,đọc mấy bình_luận parky makiki mấy trẻ thao_túng cảm vui bm cno đẻ cali món đôi_co bình_luận lmj thành mày phân_biệt vùng miền
4388,mấy thằng phân_biệt vùng miền coi,0.0,TikTok,mấy thằng phân_biệt vùng miền coi
4389,đạo_đức_việt_nam dừng biến,0.0,TikTok,đạo_đức_việt_nam dừng biến
4390,phân_biệt vùng miền xảy xảy việt_nam,0.0,TikTok,phân_biệt vùng miền xảy xảy việt_nam
4391,parky,1.0,TikTok,parky
4392,yêu tổ_quốc yêu đồng_bào tiếp anh_em,2.0,TikTok,yêu tổ_quốc yêu đồng_bào tiếp anh_em
4393,parky no no it party,1.0,TikTok,parky no no it party
4394,bọn không hỉu,0.0,TikTok,bọn không hỉu
4395,trẻ,0.0,TikTok,trẻ
4396,bình_luận não vậy đéo tiếp_thu bình_luận parky cay cay chấp mấy đứa không não cay,0.0,TikTok,bình_luận não vậy đéo tiếp_thu bình_luận parky cay cay chấp mấy đứa không não cay
4397,bọn phân_biệt chủng_tộc toàn bọn phản_động,0.0,TikTok,bọn phân_biệt chủng_tộc toàn bọn phản_động
4398,thằng mấy chiến_đấu online ik mik parky chức nhức đầu chán lắm rồi,0.0,TikTok,thằng mấy chiến_đấu online ik mik parky chức nhức đầu chán lắm rồi
4399,hi_sinh nc sức được đời đẹp người không nét đẹp lịch_sử phân_biệt vùng miền,0.0,TikTok,hi_sinh nc sức được đời đẹp người không nét đẹp lịch_sử phân_biệt vùng miền
4400,tôi khóc vd,0.0,TikTok,tôi khóc vd
4401,mấy bình_luận parky thoi đi ta người cố_gắng xây_dựng mày tàn xá vậy,0.0,TikTok,mấy bình_luận parky thoi đi ta người cố_gắng xây_dựng mày tàn xá vậy
4402,toàn bọn thất_học quan_tâm,0.0,TikTok,toàn bọn thất_học quan_tâm
4403,tôi bắc_nam kia bắc nhiw nam chẳng gì mấy cắn mặt kệ,1.0,TikTok,tôi bắc_nam kia bắc nhiw nam chẳng gì mấy cắn mặt kệ
4404,bắc trung nam,2.0,TikTok,bắc trung nam
4405,gọi bọn cali anh_em nam bắc bọn tôi thuyền,1.0,TikTok,gọi bọn cali anh_em nam bắc bọn tôi thuyền
4406,giặc dốt ha,0.0,TikTok,giặc dốt ha
4407,parky namky chiến đứa trẻ không bao,0.0,TikTok,parky namky chiến đứa trẻ không bao
4408,vai_trò tóp tóp vụ tôi bình_luận không tim nma xếp bình_luận phân_biệt vùng miền không tim không tương_tác cũ bình_luận kia,0.0,TikTok,vai_trò tóp tóp vụ tôi bình_luận không tim nma xếp bình_luận phân_biệt vùng miền không tim không tương_tác cũ bình_luận kia
4409,nhin hàn_quốc phát trien the nao,0.0,TikTok,nhin hàn_quốc phát trien the nao
4410,oki khen,0.0,TikTok,oki khen
4411,anh_em bọn phân_biệt vùng miền,0.0,TikTok,anh_em bọn phân_biệt vùng miền
4412,bắc hoà nam không hoà cali,1.0,TikTok,bắc hoà nam không hoà cali
4413,haz thất_vọng lắm,0.0,TikTok,haz thất_vọng lắm
4414,parky namky trungky bắc trung nam việt_nam gói đi,2.0,TikTok,parky namky trungky bắc trung nam việt_nam gói đi
4415,toàn cali,1.0,TikTok,toàn cali
4416,parky giảng_hoà,1.0,TikTok,parky giảng_hoà
4417,hi_sinh đồng_chí ta sống nỡ chia_rẽ đất,0.0,TikTok,hi_sinh đồng_chí ta sống nỡ chia_rẽ đất
4418,thằng phân_biệt vùng miền chửi hồ,0.0,TikTok,thằng phân_biệt vùng miền chửi hồ
4419,buồn tụi bây lắm,0.0,TikTok,buồn tụi bây lắm
4420,tht tôi mấy đứa vô bảo parky cay ok parky tht lắm btao gì đứa sánh bmay bmay đi chửi,0.0,TikTok,tht tôi mấy đứa vô bảo parky cay ok parky tht lắm btao gì đứa sánh bmay bmay đi chửi
4421,kệ ta sống lý_tưởng hồ vĩ_đại,0.0,TikTok,kệ ta sống lý_tưởng hồ vĩ_đại
4422,quên dặn,0.0,TikTok,quên dặn
4423,hào người việt_nam hào người miền bắc,0.0,TikTok,hào người việt_nam hào người miền bắc
4424,đọc parky namkiki tổn_thương dân_tộc việt_nam kẻ vui_mừng bè_lũ phản_động lũ hại dân lũ lăm_le xâm_lược,0.0,TikTok,đọc parky namkiki tổn_thương dân_tộc việt_nam kẻ vui_mừng bè_lũ phản_động lũ hại dân lũ lăm_le xâm_lược
4425,miền nam_bình luận parky với xúc_phạm báo_cáo nick,0.0,TikTok,miền nam_bình luận parky với xúc_phạm báo_cáo nick
4426,cảm_ơn clip xu_hướng,0.0,TikTok,cảm_ơn clip xu_hướng
4427,không nổi bình_luận,0.0,TikTok,không nổi bình_luận
4428,miền nam nhục_nhã nhùn mày xúc_phạm,0.0,TikTok,miền nam nhục_nhã nhùn mày xúc_phạm
4429,người,0.0,TikTok,người
4430,miền bắc chào anh_em trung nam ta,2.0,TikTok,miền bắc chào anh_em trung nam ta
4431,sống buồn,0.0,TikTok,sống buồn
4432,miền nam chào miền trung miền bắc,2.0,TikTok,miền nam chào miền trung miền bắc
4433,yêu bắc trung nam,2.0,TikTok,yêu bắc trung nam
4434,mấy vid mấy parky nhưng_mà bình_luận đấy tụi sống sung_sướng quên công_lao cũ,0.0,TikTok,mấy vid mấy parky nhưng_mà bình_luận đấy tụi sống sung_sướng quên công_lao cũ
4435,nam bắc,2.0,TikTok,nam bắc
4436,mấy thằng trẻ trâu hót,0.0,TikTok,mấy thằng trẻ trâu hót
4437,parky phóng_khoáng an_nhàn rồi rực_rỡ không khôn_ngoan yêu_thương namky nhân minh mày minh mẩn không khoan_dung yêu_thương,0.0,TikTok,parky phóng_khoáng an_nhàn rồi rực_rỡ không khôn_ngoan yêu_thương namky nhân minh mày minh mẩn không khoan_dung yêu_thương
4438,tui lướt đám spam,0.0,TikTok,tui lướt đám spam
4439,nhờn với chó chó liếm mặt kiểu,0.0,TikTok,nhờn với chó chó liếm mặt kiểu
4440,tôi thùng xốp mấy khứa ns parky,0.0,TikTok,tôi thùng xốp mấy khứa ns parky
4441,chữ kì nghĩa,0.0,TikTok,chữ kì nghĩa
4442,ngôn_ngữ,0.0,TikTok,ngôn_ngữ
4443,hi,0.0,TikTok,hi
4444,ghét miền bắc chtoi vạy,0.0,TikTok,ghét miền bắc chtoi vạy
4445,giặc dốt giặc ngu xâm_lăng mong cứu,0.0,TikTok,giặc dốt giặc ngu xâm_lăng mong cứu
4446,,0.0,TikTok,
4447,tui miền nam chuẩn nghiệp chào miền bắc nha,0.0,TikTok,tui miền nam chuẩn nghiệp chào miền bắc nha
4448,nam bắc bọ bọn kệ đi vô_học,2.0,TikTok,nam bắc bọ bọn kệ đi vô_học
4449,đọc chán,0.0,TikTok,đọc chán
4450,mik câu bọn mik kì_thị vậy người bắc gì sai,0.0,TikTok,mik câu bọn mik kì_thị vậy người bắc gì sai
4451,không đứa trẻ đấy,0.0,TikTok,không đứa trẻ đấy
4452,công cảm_hứng,0.0,TikTok,công cảm_hứng
4453,đọc bình_luận,0.0,TikTok,đọc bình_luận
4454,chiến_sỹ không lập gia_đình đáp lý không lập gia_đình dân tốc việt_nam đối gia_đinh,0.0,TikTok,chiến_sỹ không lập gia_đình đáp lý không lập gia_đình dân tốc việt_nam đối gia_đinh
4455,thay chửi bọn động anh_em_thể bình_luận giải bọn mấy thằng hề cận huyết,0.0,TikTok,thay chửi bọn động anh_em_thể bình_luận giải bọn mấy thằng hề cận huyết
4456,thể bọn thành_công lớp ghét miền kia giải anh_em miền thông_cảm,0.0,TikTok,thể bọn thành_công lớp ghét miền kia giải anh_em miền thông_cảm
4457,ơn đừng parky ta,2.0,TikTok,ơn đừng parky ta
4458,lực thể phá_huỷ giờ thể không_lực,0.0,TikTok,lực thể phá_huỷ giờ thể không_lực
4459,học_quan trọng lắm bố_mẹ thầy dạy_bảo,0.0,TikTok,học_quan trọng lắm bố_mẹ thầy dạy_bảo
4460,trốn màn_hình gì hả,0.0,TikTok,trốn màn_hình gì hả
4461,namky parky,1.0,TikTok,namky parky
4462,đứa phân_biệt vùng miền coi_chừng lũ phản_động dắt_mũi,0.0,TikTok,đứa phân_biệt vùng miền coi_chừng lũ phản_động dắt_mũi
4463,parky phá_hoại ẩu_tả rồi tệ không kỳ_cục yếu_kém,1.0,TikTok,parky phá_hoại ẩu_tả rồi tệ không kỳ_cục yếu_kém
4464,đừng parky công cứu,0.0,TikTok,đừng parky công cứu
4465,,0.0,TikTok,
4466,parky độc_lập,1.0,TikTok,parky độc_lập
4467,đọc coment toàn mấy bé cali không đất,1.0,TikTok,đọc coment toàn mấy bé cali không đất
4468,miền nam chào anh_em,0.0,TikTok,miền nam chào anh_em
4469,mấy người bình_luận parky miền bắc giải_phóng miền nam miền nam,0.0,TikTok,mấy người bình_luận parky miền bắc giải_phóng miền nam miền nam
4470,lũ nhóc được tương_tác,0.0,TikTok,lũ nhóc được tương_tác
4471,mấy packy namky xúc,0.0,TikTok,mấy packy namky xúc
4472,chấp bọn nít hùa nick clone bot mấy đứa chống_phá khiển,0.0,TikTok,chấp bọn nít hùa nick clone bot mấy đứa chống_phá khiển
4473,party thoi,1.0,TikTok,party thoi
4474,tôi parky,0.0,TikTok,tôi parky
4475,yêu tổ_quốc yêu đồng_bào,2.0,TikTok,yêu tổ_quốc yêu đồng_bào
4476,parky phóng_khoáng an_nhàn rồi rực_rỡ không khôn_ngoan yêu_thương,0.0,TikTok,parky phóng_khoáng an_nhàn rồi rực_rỡ không khôn_ngoan yêu_thương
4477,parky bọn,0.0,TikTok,parky bọn
4478,nam bắc,2.0,TikTok,nam bắc
4479,mạng xã_hội thất_vọng,0.0,TikTok,mạng xã_hội thất_vọng
4480,việt_nam đại_gia_đình toàn dân việt,0.0,TikTok,việt_nam đại_gia_đình toàn dân việt
4481,chán bình_luận parkey,0.0,TikTok,chán bình_luận parkey
4482,parky trungki namki anh_em god ending chào miền bắc miền trung nha,2.0,TikTok,parky trungki namki anh_em god ending chào miền bắc miền trung nha
4483,nhẹ_nhàng với bọn spam đi thay báo_cáo tôi được chửi với bọn mệt,0.0,TikTok,nhẹ_nhàng với bọn spam đi thay báo_cáo tôi được chửi với bọn mệt
4484,mấy mấy đứa đấy thấm mấy nhẹ_nhàng chả mấy câu đấy chán đi đố lũ yếu_ớt,0.0,TikTok,mấy mấy đứa đấy thấm mấy nhẹ_nhàng chả mấy câu đấy chán đi đố lũ yếu_ớt
4485,hoà miền bắc,0.0,TikTok,hoà miền bắc
