,Unnamed: 0,Nội dung
4377,4377,Năm ấy quân giải phóng miền nam toàn là các Cụ Miền Bắc
4378,4378,NQA đăng lại kìa
4379,4379,Namkiki chậm hiểu thật
4380,4380,kệ chúng nó đi nói đến bao h chán thì thôi
4381,4381,Cuộc chiến của đám con nít
4382,4382,Những đứa trẻ mồ côi : parky
4383,4383,Hấp dẫn từng khoảnh khắc! ?@Thutạiđình88
4384,4384,đây là cây cầu ở quãng trị chia cắt hai miền Nam Bắc trong suốt gần 10 năm
4385,4385,Trungky im lặng và tưởng niệm
4386,4386,ae t monkey 
4387,4387,Dạ Thưa Bác Ạ! 
4388,4388,Trung là gì
4389,4389,T và vợ t mới đây đã có dịp ra thăm lăng Bác chùng mày ạ. 2 vợ chồng người miền trung làm việc ở miền nam và được ra bắc thăm Bác.
4390,4390,video thiết thực comment thất đức
4391,4391,rõ ràng 
4392,4392,Namky mà
4393,4393,mỗi mãnh đất đc nuôi trồng từ những giọt máu người chiến sĩ. Là sự đau xót của người mẹ . vậy tại sao lại phận biệt Nam - Bắc ?
4394,4394,xem video mà chả muốn vào cmt luôn buồn cho thế hệ
4395,4395,Tiếc cho 1 thế hệ
4396,4396,Cap duồn =))
4397,4397,"đừng chứng tỏ mình yêu nước qua từng câu chat, hãy chứng tỏ ngoài xã hộivì 1 cộng đồng văn minh❤"
4398,4398,Parky nghe sang hẳn bố tự hào bố ng parky
4399,4399,T chơi game cứ gặp mấy thằng kiểu parky bức xúc thật nhưng mà t ở miền trung
4400,4400,mấy đứa thốt ra được mấy chữ đấy t cũng ạ mở mồm ra ko thấy tâm can hổ thẹn ko thấy nhục nhã hay sao ấy h thấy được học lịch sử qtrong thế nào
4401,4401,K thấy bọn namkiki lên tiếng nhỉ 
4402,4402,Parky là ?
4403,4403,bao nhiêu năm rồi  chỉ cần một lời nhã nhặn anh em nam bắc sẽ luôn là một nhà
4404,4404,"Bắc vào nam rất nhiều mà đéo thấy thằng nam nào ra bắc để chửi nhỉ , sợ vỡ mõm à :))"
4405,4405,chào các cali con nha 
4406,4406,đừng để ý đến nó sẽ dần bị lãng quên thôi như bọn caly đó chỉ là quá khứ Việt Nam mới là hiện tại và tương lai 
4407,4407,Mấy thằng comment parky chưa thằng nào để lộ địa chỉ nhỉ
4408,4408,ngồi hóng xem bọn m kiên nhẫn cmt vậy đến bh 
4409,4409,đa số mấy đứa ppvm toàn đảm wibu chưa lớn nổi
4410,4410,Giờ chỉ còn là tư tưởng
4411,4411,nhg đáng tiếc nhiều gđ lại có nhg đứa con mồ côi trong tư tưởng
4412,4412,bác hồ là người tìm đg cứu nước còn 1 sô thk đg tìm cách bán nước
4413,4413,"Đừng rep bọn pbvm, bọn nó có hiểu tiếng việt đâu"
4414,4414,nói v r vẫn cmt Parky cho bằng dc
4415,4415,"Một đời vì Nước vì dân
2 bàn tay trắng, 1 thân ko đồng
xuất phát từ cảng Nhà Rồng
...................
mời các hảo thơ nối tếp"
4416,4416,Toàn lũ ko có ý thức. Thấy trên mạng r hùa theo ko bt đâu là đúng sai
4417,4417,lên cả truyền hình mà vẫn thế thì không biết làm sao nữa
4418,4418,thế lực bên ngoài muốn chia rẽ nhưng không chúng ta đoàn kết hơn vài ba đứa ngoại quốc rơi vãi ăn thua gì kkk
4419,4419,trong cmt nhiều người vô học thật ‍♀️
4420,4420,những thể loại chia rẽ dân tộc sẽ bị tẩy chay thôi. ko có ai có thể chia cắt đất nước VN này❤
4421,4421,Tôi Yêu Việt Nam ❤❤❤
4422,4422,"Cũng là Parky,nhưng parky của tớ là:
P = Phóng khoáng
a = an nhàn
r = rực rỡ
k = khôn ngoan
y = yêu thương
thế nhớ "
4423,4423,Nam Bắc một nhà ư.
4424,4424,"5 điều ""Bác Hồ Dạy""
YÊU TỔ QUỐC YÊU ĐỒNG BÀO
mà sao cứ phân biệt vùng miền vậy ạ"
4425,4425,Dân ta phải biết sử ta
4426,4426,anh long à 10đ ko cs nhưng
4427,4427,mấy tk nói parky phải con dân VN kh vậy
4428,4428,Sao bộ 4T không vào cuộc mà xử lý các vấn đề mầm mống này nhỉ.
4429,4429,ok làm hoà vời namkiki
4430,4430,Lũ khát nước đâu:)) vô cắn tao nè kkkk
4431,4431,pbvm theo Điều 155: phạt 10tr đến 30tr hoặc 1-5năm tù
4432,4432,trong đây ko có chỗ cho parky và namky
4433,4433,"""bố thí"" cho bọn phản quốc nè"
4434,4434,miền Trung ta đây cảm thấy dị dùm cho 2 miền
4435,4435,thế hệ ngày xưa con đẹp gấp đôi so với 2023 như này.. nó tàn ác quá..-
4436,4436,Cmt vẫn cứ là parky 
4437,4437,Trăm năm trong cõi người ta. Ngàn năm thoát Việt vẫn là cali
4438,4438,"đọc cmt t bất lực thật sự, rõ ràng những đừa này vẫn đi học lịch sử mà?"
4439,4439,Ninh Quế Anh đã đăng lại ❤️
4440,4440,Ko biết những bạn nói câu “Parky ăn cá rô cây” đã học lịch sử chưa nhỉ bởi đối với 1 số bạn yêu sử và hiểu về nó sẽ cảm thấy các bạn đang khen đấy :>
4441,4441,"chó:parky,namky"
4442,4442,"là một người miền nam nhưng từ đó đến giờ tôi rất thích người miền bắc họ thẳng thắng ,mạnh mẽ, nhiều nhân tài cho đất nước không hiểu sao lũ trẻ ngày"
4443,4443,Đọc cmt mà muốn nói “đây có phải là người dân 1 nước ko v hay là người khác nước v”
4444,4444,các bác có thấy toàn người miền Nam nói miền Bắc chúng mình không.. thực sự người miền Bắc bọn mình không bao giờ phân biệt và cũng ko thèm chấp haha
4445,4445,"thật ra đó là lũ Cali chia phe để làm đất nước chúng ta đi xuống, hãy để lại cho chúng nó lời yêu thương nào "
4446,4446,nói thật chứ thế hệ h toàn phân biệt vùng miền thôi ko giống vs thế hệ xưa 
4447,4447,ngày xưa t tưởng miền Nam văn minh lắm giờ mới b sự thật
4448,4448,"1 tuổi vào Nam, đi học cấp 2 bị chọc BK, lớn lên chưa từng nghe đứa nào nói câu đó. Chỉ thấy khi chơi game. Ở đâu cũng đc sống đẹp chuẩn là được.."
4449,4449,"Vị cha già kinh yêu đã dành cả cuộc đời cho đất nước , mấy bọn trẻ ngày nay thì ko biết chân trọng nhưng gì BÁC HỒ đã dậy mà chỉ biết parky"
4450,4450,Tôi nghĩ mấy video về nước nhà thì nên chặn chat ko mệt lắm ad ạ
4451,4451,dù là ng miền nam nhưng đọc cmt toàn những đứa spam par*y rất bức xúc. Chung một đất nước tại sao lại pbvm?
4452,4452,Đó phải cầu Hiền Lương ko à
4453,4453,bọn pbvm khóc cay
4454,4454,Giới trẻ thời nay lạ thậttoàn pbvm
4455,4455,tất cả mn sinh ra điều là con ng điều chung một nước điều là một nhà mà sao phân biệt thế ?
4456,4456,đăng video này đc gì ngoài những cmt tiêu cực v:)?
4457,4457,=((
4458,4458,Xin visa nhé parky
4459,4459,Bố người Bắc mẹ người Nam kiểu?
4460,4460,Ò bắc
4461,4461,"lên VTV rồi, vừa lòng chúng m chưa bọn pbvm"
4462,4462,"Bọn trung quốc đó những thằng nào sủa câu đó đều là trung quốc chia rẽ tình ae , nam bắc là 1 nhà ❤️❤️"
4463,4463,lũ trẻ ngày nay sao biết được 
4464,4464,T người miền bắc đọc cmt chỉ bt bất lực mà thôi 
4465,4465,"rất buồn khi đọc dc những cmt ko biết suy nghĩ, được bố mẹ cho ăn học đàng hoàng, được bme chỉ cách ăn nói sao đúng , ấy thế nhưng vẫn còn vài"
4466,4466,Đọc cmt và không biết nói gì. Chán lũ vô học này quá 
4467,4467,@VTV24 vtv thật sự đang làm gì
4468,4468,cuộc chiến của trẻ con sẽ ko bao giờ kết thúc...
4469,4469,"Vào khoảng năm 1958,khi đất nước bị chia làm 2 miền,miền Bắc ngày đêm hướng về Nam,cùng đấu tranh để thống nhất nước nhà và giờ họ gọi ta là parky?"
4470,4470,tôi ko kỳ thị nam bắc tôi chỉ có 1 mong ước nhỏ đó là cho tp.hcm quê tôi giữ lại dc 50% những ji nó làm ra chứ ko phải là 18 tới 21% như bây h
4471,4471,"Tại sao? Tại sao các anh bộ đội ta chiến đấu anh dũng trên hiến trường để hào bình đc lập lại, để người dân không chịu cảnh nhà tan nước mất, để nhân"
4472,4472,mình vẫn k hiểu sao đều là người Việt lại có thể nói ra những lời như thế được. Thực sự rất buồn!!
4473,4473,"t ở lai châu, xuống sài gòn học đại học thì bị kì thị :("
4474,4474,parky
4475,4475,Công việc của bạn là nguồn cảm hứng lớn@Chuyênkiếmlinh_hoạt88
4476,4476,"namky❎
namkiki✅"
4477,4477,Hệ thống giáo dục đang có vấn đề
4478,4478, bác chỉ giải phóng đc giặc ngoại xâm nội xâm còn đầy . thì hỏi sao miền nam không ghét bắc đc. từ thởu nhà nguyễn là đã chia đất cơ mà
4479,4479,Công việc của bạn là nguồn cảm hứng lớn@Kiếmtạiđơn_giản188
4480,4480,
4481,4481,hạnh phúc may mắn của con là được sống trong hoà bình bác và các chiến sĩ mang lại và hp hơn là cùng quê hương với bác
4482,4482,parky lại ní nựng
4483,4483,Nam- Bắc một nhà ❤️
4484,4484,cái phân biệt vùng miền nó nguy hại tới an ninh chính trị đất nước mà mọi người xem nhẹ nó thì hậu quả sẽ lớn
4485,4485,"parky là cách thực dân Pháp gọi đồng bào miền Bắc khi vào hổ trợ miền Nam, nhưng giờ đây nó lại được chúng ta gọi họ mỉa mai, kì thị, hãy nhớ Nam- Bắc là 1 nhà..."
4486,4486,1 vài tp phản động cx ko khiến tinh thần yêu nước đoàn kết của cta bị chia rẽ đc
4487,4487,mấy đứa pbvm cayyy
4488,4488,"tại sao lại nói parky,namky?bộ các bạn ghét nhau à
câu nói này ko vui đâu
Bác Hồ đã hi sinh cho đồng bào,tất cả mọi người đều là anh em với nhau cơ mà"
4489,4489,Những đứa trẻ ko chịu lớn =)))
4490,4490,nam bắc ko fai cùng đất nước vn sao. cho mìh hoi sao người nam lại ko thic bắc. và ng bắc ghét ng nam vậy. điển hìh lên mạg toàn nghe lời lẻ khó nghe
4491,4491,"Khg hiểu sao 1 nc còn ns đc như v nhỉ , các c Cx đc ăn hc đàng hoàng mà ?"
4492,4492,"kệ đi toàn lũ trẻ con ko học đi spam parky 
chuẩn kid"
4493,4493,không hỉu sao parky con nó nhạy cảm vs từ parky này thế
4494,4494,Trong cmt toàn ng tôm sẽ ạ
4495,4495,mấy cháu nhỏ học chưa đủ hiểu lại vào cm pk
4496,4496,"""đoàn kết đoàn kết đại đoàn kết , thành công thành công đại thành công"""
4497,4497,"trào lưu phân biệt vùng miền là mưu đồ của những kẻ phản động, nhằm chia rẽ đoàn kết dân tộc, các bạn hãy thật sự tỉnh táo"
4498,4498,parky 
4499,4499,ko hiểu sao lại coi nó như một trò đùa . hóa ra việt nam ko đoàn kết như tôi tưởng 
4500,4500,Chúng ta là một nhà và hãy chữa những lũ kids lorr
4501,4501,"Chính phủ ngày trước có đề xuất cấm tiktok thì bị phản đối liên tục, vào cmt thì bị táp
Giờ thì thấy tác hại thật sự của nó r đấy"
4502,4502,"mn còn nhớ ""5 điều Bác Hồ dạy "" ko
""1. yêu tổ quốc, yêu đồng bào""
hay mn quên r"
4503,4503,đọc cái cmt mà t Batman
4504,4504,miền bắc chào
4505,4505,"là một con dân miền Bắc vào mang dòng máu VN tôi thấy bức xúc với câu nói:""parky với namky"""
4506,4506,pakky cay
4507,4507,Pbvm cho đã vô rồi bảo “làm hoà nhé”?Nói nghe như dễ dàng quá?
4508,4508,Công việc của bạn là nguồn cảm hứng lớn@Kiếmthu_nhập288
4509,4509,"Nên nhớ trc khi giải phóng miền nam thì miền bắc đã viện trợ rất nhiều thứ cho miền nam , sức người sức của có hết nha mấy cu . Tao dân nam nhé :))"
4510,4510,"""Nam Bắc ta 1 nhà
KHÔNG 1 lực nào có thể chia cắt"""
4511,4511,thấy chưa bọn đế quốc đi tới đâu là để lại 1 đám lai căng đến đó
4512,4512,"Đọc mấy bl parky makiki mà thấy mấy bạn trẻ dễ bị thao túng. Hãy cảm thấy vui vì bm cno đẻ ra cali7món, chứ đôi co cmt lmj thành ra chính m cũng pbvm"
4513,4513,Mấy thg pbvm đâu vào mà coi lời bác nói :))
4514,4514,đạo đức VN đang dừng biến mất 
4515,4515,"sao lại có chuyện pbvm như thế chứ, tại sao nó lại xảy ra và sao xảy ra ở VN"
4516,4516,parky
4517,4517,1yêu tổ quốc yêu đồng bào(tiếp nào ae)
4518,4518,parky? no no it a PARTY!
4519,4519,bọn này nói ko hỉu
4520,4520,để ý trẻ con làm gì
4521,4521,"1 số bạn trong cmt có não để làm gì v? nói đéo biết tiếp thu cmt""parky cay rồi"" để làm gì? ai cay? ai chấp mấy đứa k não mà cay"
4522,4522,Bọn phân biệt chủng tộc toàn bọn phản động thôi 
4523,4523,th thì mấy bạn cứ chiến đấu online ik tôi tự nhận mik là parky cho nó nhanh chức nhức cả đầu chán lắm r
4524,4524,bác hi sinh vì nc bác sức đáng đc một cuộc đời tốt đẹp còn hơn nhiều ng vẫn ko hiểu về nét đẹp lịch sử pbvm
4525,4525,t suýt khóc khi xem vd này
4526,4526,mấy bạn cmt Parky thoi đi nào chúng ta là ng chung 1 nước mà ai cũng cố gắng xây dựng mà m.n lại tàn xá.c như z chứ
4527,4527,toàn bọn thất học quan tâm làm gì
4528,4528,t thấy Bắc Nam cũng như nhau có này có kia thôi nói Bắc nhiw vậy nhưng trong Nam cũng chẳng tốt j mấy cái này là nói thật ai cắn mặt kệ
4529,4529,Bắc Trung Nam 1 nhà
4530,4530,gọi bọn nó là cali vì ae Nam Bắc bọn t vẫn đang cùng thuyền
4531,4531,2024 đến nơi rồi mà giặc dốt vẫn nhiều quá ha 
4532,4532,Parky-Namky. Cuộc chiến của những đứa trẻ con ko bao giờ lớn
4533,4533,"hãy để ý vai trò của tóp tóp trong vụ này, t từng gặp cmt 7k tim nma vẫn bị xếp xuống dưới vài cmt pbvm ko tim, ko ai tương tác và cũ hơn cái cmt kia"
4534,4534,Nhin Hàn Quốc phát trien the nao 
4535,4535,Oki vì đã khen
4536,4536,Ai ae với bọn...........pbvm?
4537,4537,Bắc làm hoà với Nam chứ k làm hoà với cali
4538,4538,"Hazz ,chắc Bác thất vọng lắm "
4539,4539,"Parky, Namky,Trungky....là anh em một nhà. Bắc+Trung+Nam=Việt Nam. Còn nói thế nữa tự cuốn gói khỏi nước đi."
4540,4540,Toàn các cali con 
4541,4541,Parky Muốn Giảng Hòa
4542,4542,Bác là người đã hi sinh cùng những đồng chí để cho ta cuộc sống như ngày nay mà mọi người lại nỡ nào mà chia rẽ đất nước 
4543,4543,những th pbvm là đều chửi Bác Hồ
4544,4544,Bác chắc buồn tụi bây lắm
4545,4545,"tht sự t rất khó chịu mấy cái đứa cứ vô bảo ""parky cay"";""ok luôn parky"" tht sự khó chịu lắm luôn ấy btao làm j chưa 1 đứa so sánh bmay mà bmay đi chửi"
4546,4546,kệ chúng nó chúng ta cứ sống theo LÝ TƯỞNG CỦA BÁC HỒ VĨ ĐẠI
4547,4547,Nhiều người đã quên mất những gì Bác dặn rồi
4548,4548,"Tự hào vì là ng Việt Nam, tự hào vì là ng miền Bắc"
4549,4549,"đọc những từ như parky và namkiki người tổn thương là dân tộc Việt Nam mà kẻ vui mừng là bè lũ phản động, lũ bán nước hại dân, lũ lăm le xâm lược."
4550,4550,mn cứ thấy ai cmt parky vs ý xúc phạm thì báo cáo nick đó ạ.
4551,4551,cảm ơn vì clip đã lên xu hướng 
4552,4552,k hiểu nổi cái cmt???
4553,4553,Miền Nam nhục nhã mà nhùn chúng m xúc phạm họ...
4554,4554,và ở đó bác là 1 ng cha
4555,4555,MIỀN BẮC CHÀO AE TRUNG NAM NHÉ. CHÚNG TA LÀ 1 NƯỚC LÀ 1 NHÀ  
4556,4556,Nếu Bác còn sống chắc sẽ rất buồn
4557,4557,miền Nam chào anh em miền Trung và miền Bắc nhé
4558,4558,Chỉ 1 nhà với những người yêu nước.Bắc-Trung-Nam
4559,4559,"cứ nghĩ mấy vid này ra sẽ giảm mấy cái parky nhma mở cmt vẫn đầy ra đấy, tụi này được cái cuộc sống sung sướng là quên hết công lao cũ"
4560,4560,NAM BẮC LÀ MỘT NHÀ!!!!
4561,4561,vào xem mấy thằng trẻ trâu hót 
4562,4562,"Parky
P = Phóng khoáng
a = an nhàn
r = rực rỡ
k = khôn ngoan
y = yêu thương
namky
N = nhân ái
A= anh minh
M= minh mẩn
K=khoan dung
Y=yêu thương"
4563,4563,
4564,4564,Tui đang lướt tìm cái đám spam:)
4565,4565,nhờn vs chó thì chó liếm mặt : kiểu vậy
4566,4566,Đưa t thùng xốp để cho mấy khứa ns “Parky” 
4567,4567,Chữ kì phía sau có nghĩa gì vậy?
4568,4568,Cùng chung một ngôn ngữ với nhau mà
4569,4569,hi
4570,4570,ghét miền Bắc của chtoi đến vạy à?
4571,4571,"Giặc dốt giặc ngu đang xâm lăng, mong Bác lần nữa cứu nước "
4572,4572,❤️❤️❤️
4573,4573,"tui miền nam và chuẩn bị tốt nghiệp cấp 2 rồi, chào miền bắc nha"
4574,4574,nam bắc là một nhà cũng là một nước bọ họ nói vì bọn họ nói kệ đi cũng chỉ là những người vô học
4575,4575,đọc mà chán :))
4576,4576,"Cho mik hỏi 1 câu , tại sao bọn mik bị kì thị v..? ng Bắc có j là sai..."
4577,4577,ko chỉ những đứa trẻ đâu có khi còn có cả người lớn đấy
4578,4578,Công việc của bạn là nguồn cảm hứng lớn@kiếmlinh_hoạt88
4579,4579,đọc bình luận mà
4580,4580,"có người chiến sỹ hỏi Bác:""dạ sao bác ko lập gia đình ạ""-Bác đáp lại:""lý do tại sao Bác ko lập gia đình vì dân tốc Việt Nam đối với Bác đã là gia đinh"
4581,4581,Thay vì chửi bọn phải động thì ae có thể cmt giải thích ngay bên dưới và bọn nó sẽ như mấy thằng hề cận huyết
4582,4582,Có thể nói bọn nó đã thành công 1 phần khi khiến 1/3 lớp tôi ghét miền kia nhưng chỉ cần 1 lời giải thích là sẽ hiểu nên ae 3 miền thông cảm cho nhau
4583,4583,Làm ơn đừng parky nữa chúng ta là một nhà mà
4584,4584,Không lực lượng nào có thể phá huỷ nhưng h đây lại có thể mà là k phải lực lượng nào khác mà đó chính là….
4585,4585,"Việc học quan trọng lắm các bạn ạ, bố mẹ, thầy cô dạy bảo mà vẫn nói ra được những từ như thế thì chịu rồi"
4586,4586,? Trốn sau màn hình là nói j là nói hả?
4587,4587,":Namky,Parky"
4588,4588,đứa nào mà pbvm coi chừng bị lũ phản động ở nước ngoài dắt mũi đó
4589,4589,"PARKY
P: PHÁ HOẠI
A: ẨU TẢ
R: RẤT TỆ
K: KỲ CỤC
Y: YẾU KÉM"
4590,4590,đừng parky nữa Bác mất công cứu nước mà nói vậy chịu rồi
4591,4591,☺️☺️
4592,4592,lên nhớ có parky thì mới có độc lập
4593,4593,đọc comment thấy toàn mấy bé cali con ko đất 
4594,4594,miền Nam chào ae 
4595,4595,Nếu mấy ng cứ cmt parky gì đó chỉ vì muốn được chú ý mà thôi.Tìm hiểu lại xem miền Bắc không giải phóng Miền Nam thì miền Nam ra sao?Cùng một nước(1)
4596,4596,lũ nhóc muốn đc thêm tương tác ấy mà :)))
4597,4597,nhìn mấy từ packy namky thật sự rất bức xúc luôn á
4598,4598,Chấp gì bọn con nít hùa theo cái nick clone do bot của mấy đứa chống phá điều khiển 
4599,4599,party thoi 
4600,4600,t là parky này
4601,4601,"1.YÊU TỔ QUỐC , YÊU ĐỒNG BÀO !"
4602,4602,"Parky
P = Phóng khoáng
a = an nhàn
r = rực rỡ
k = khôn ngoan
y = yêu thương"
4603,4603,:/ “parky” bọn tôi làm gì đã các bạn vậy
4604,4604,Nam Bắc là một nhà 
4605,4605,nhiều lúc mxh là cái gì đó khiến tôi thất vọng tột cùng‍♀️
4606,4606,Việt Nam là 1 đại gia đình của toàn dân nước Việt
4607,4607,"đến chán, cmt vẫn là Parkey :)))"
4608,4608,Parky trungki namki đều là ae một nhà (good ending) với lại chào anh em miền bắc với anh em miền trung nha
4609,4609,"Cứ nhẹ nhàng vs bọn spam gây chuyện đi, thay vào đó là báo cáo cho tt đc mà :)) chửi vs bọn nó làm gì mệt"
4610,4610,"các bạn làm mấy cái này làm gì  mấy đứa đấy nó thấm mấy điều nhẹ nhàng đã chả nói mấy câu đấy. Cho nó nói chán đi, đố làm được gì đây  lũ yếu ớt"
4611,4611,Làm hòa nhé miền Bắc
4612,4612,trong bl toàn batman
4613,4613,lũ 3q vào cmt vội
4614,4614,
4615,4615,Thì tại thế hệ sau này làm ra những chuyện xấu nên mới như vậy. Không có lửa sau có khói.
4616,4616,miền Nam hay bắc đều có nhữg cái tốt và xấu nhưg miền bắc thì đa phần mọi miền đều không thik
4617,4617,pó kỳ chắt đang ní nựng
4618,4618," đến xã hội đen còn có ý thức, kỉ luật"
4619,4619,đọc bl mà chán
4620,4620,Chán cho thế hệ trẻ bây giờ lm luôn!trách cno 1 thì trách gd cno 10!”hậu trách nhân”k sai chút nào!
4621,4621,NAMBẰCTRUNG một nhà ❤️
4622,4622,xem video r lại vào cmt t tức khóc thực sự‍♀️
4623,4623,"Parky
P = Phóng khoáng
a = an nhàn
r = rực rỡ
k = khôn ngoan
y = yêu thương"
4624,4624,"gọi thế nào thì vẫn là miền Bắc, tự hào là ng Bắc"
4625,4625,mấy th cali con cá rô đồng mà cứ tưởng mình là hải sản đại dương 
4626,4626,Chắn Bác buồn nhiều lắm :(
4627,4627,"""Tất cả vì miền Nam thân yêu "" đấy thân yêu quá toàn rô đồng cứ nghĩ mình là hải sản đại dương:))"
4628,4628,Đại diện ae miền trung chào anh em miền bắc và nam nha..gôc trung sinh ra lớn lên ở bình dương 
4629,4629,dù bắc trung hay nam thì sự thật là chúng ta đều cùng một cội nguồn tổ tiên. thay vì lời qua tiếng lại tôi chọn tha thứ tất cả❤️❤️❤️
4630,4630,lướt đâu cũng thays parky parky mà tối cổ quas chả hiểu nó là els j:)
4631,4631,không cần biết miền nào ae vv
4632,4632,Việt Nam thống nhất hoà bình
4633,4633,"Parky
P = Phóng khoáng
a = an nhàn
r = rực rỡ
k = khôn ngoan
y = yêu Nước"
4634,4634,người Bắc luôn kì thị miền Nam từ trước giờ từ cách ăn ở nhà cửa và nấu nướng của người miền Nam
4635,4635,nói parky kệ. nhà vẫn có cơm ăn là đc . muỗi...
4636,4636,Mọi người bị gì vậy?
4637,4637,toàn lũ hùa
4638,4638,"Nói j cx v thoi bạn ạ , Bọn pbvm làm j bt tiếng người "
4639,4639,Pbvm chỉ làm vn đi xuống
4640,4640,công nhận lịch sử ở tiktok còn hay hơn cả lúc học
4641,4641,hãy nhớ đến điều 1 của bác Hồ dậy
4642,4642,"Năm điều bác hồ dậy
1.Yêu Tổ Quốc, Yêu Đồng Bào
2.Học Tập tốt lao động tốt
3.Đoàn Kết Tốt, Kỷ luật tốt
4.Giữ gìn vệ sinh thật tốt
5.Khiêm tốn thật,"
4643,4643,"t người Bắc đọc cmt mà ko hiểu nổi tsao chúng m cứ cmt parky nhưng trong khi đó người bắc chưa làm j miền nam cả, thật thất vọng.."
4644,4644,s cứ pk tap lại bọn pbvm lm j cứ kệ bọn nó thôi là bọn nó chán
4645,4645,"Tôi tự hào là parky đó là quê hương tôi. Parky thì sao, namky thì sao, chẳng phải nó chỉ là địa danh thôi mà."
4646,4646,Cuối cùng những gì tui đọc đc trong comment vẫn là parky...
4647,4647,Kệ bọn nó đi. Chúng nó ngoài mõm trên mxh thì làm gì dk ai đâu. Cũng phải để cho chúng nó 1 nơi để khóc để thể hiện chứ ae. Khổ thân chúng nó hài.
4648,4648,"5 điều Bác Hồ dậy
1 yêu tổ quốc, yêu đồng bào"
4649,4649,đọc cmt chỉ bt ngậm ngùi xót thương cho số phận những người lính tuổi thanh thiếu niên...
4650,4650,Đọc cmt thấy buồn lắm 
4651,4651,Phân biệt vùng miền để dc cái gì vậy
4652,4652,bác 1 lòng 1 dạ cú đất khỏi tay pháp và nhật dành lại đc độc lập cho dân tộc vậy mà h đây những mầm non mà bác tin tưởng lại là ..
4653,4653,đọc cmt nhìn thấy mấy anh chị lớn thua cả mình cứ parky vs chả namkiki
4654,4654,nói thêm cx vẫn thế thôi bọn ko học nói nhiều chúng nó cx ko hiểu
4655,4655,lấy làm thương tiếc vô cùng gđ các bé cmt parky ạ☺️
4656,4656,ok lun với mấy thằng comment được mỗi từ parky 
4657,4657,". Là 1 người miền nam ,tôi lại khá ngưỡng mộ các bạn miền bắc ,họ thẳng thắn ,chỉn chu (đa số) ,tôi cũng thích thời tiết miền bắc nữa ấy!"
4658,4658,"Xem vd kh hiểu à , s cứ vào cmt là parky Hoài v (ykr)"
4659,4659,đọc cmt chỉ biết nghẹn..
4660,4660,nhìn cmt mà bất lực
4661,4661,Parky
4662,4662,ý là cứ nghe parky thì mn vào chửi thay vào đó mik báo cáo cứ vào cmt tụi nó rồi tụi nó lại nghĩ hay và cứ tiếp tục
4663,4663,"buồn thật, đổ máu đổ xương để nhận lại sự chia rẽ từ chính người nhà"
4664,4664,"yêu tổ quốc , yêu đồng bào "
4665,4665,HỒ CHÍ MINH MUÔN NĂM
4666,4666,thật sự thấy làm thuộc địa là oai à ae 
4667,4667,học hành tìm hiểu cho kĩ vào trước khi nói mấy câu ấy thì phải biết sử ta trêu cc ae 1 nhà cùng nhau phát triển mà tương lai đất nc thế này thì chịu
4668,4668,@ㅤㅤㅤㅤㅤ
4669,4669,mấy thg cu m nam cứ kêu parky chỉ là đú thôi có biết cái j đâu bố mẹ cho ăn học thành tài thì cứ bỏ mặc chỉ biết bán nc nuôi giặc chán lắm
4670,4670,tự hào là người miền Bắc
4671,4671,@VTV24 bl:/
4672,4672,chúng ta k cần phải tranh luận với những ng k đủ nhận thức giống như cách đàm phán với kẻ thù đó là sai lầm
4673,4673,tưởng cmt sẽ thay đổi nhma k đổi như tưởng.....
4674,4674,"Khi các bạn thay vì trả lời những comment tiêu cực, thì các bạn chung nhau 1 tay báo cáo, bố mẹ gia đình bạn sẽ được hưởng phúc báu cả đời."
4675,4675,BH sự hy sinh của Bác chỉ đổi đc lại là những người pbvm BH cả người lớn cũng nói ko bt phải làm sao nữa rồi
4676,4676,Tôi nói thật này mn rep bọn nó làm gì bọn nó chỉ suốt ngày soạn Parky để xem phản ứng của mọi người thay vào đó chúng ta im lặng rồi chúng sẽ dần hiểu
4677,4677,Ae ơi tốt nhất là h cno cmt parky thì ae thôi kệ cno đi . 1 thời gian thì bọn xàm l cũng chán thôi
4678,4678,ông cha ta đã hi sinh vô ích 
4679,4679,☺☺☺
4680,4680,bác đã hi sinh tất cả để nhân dân có thể đc ấm no hạnh phúc mà xã hội bây giờ...
4681,4681,
4682,4682,BẮC TRUNG NAM MỘT NHÀ CHỚ HOÀI ĐÁ NHAU 
4683,4683,Thật mong các bạn đừng nói những câu như v!
4684,4684,mấy đứa trẻ con bây giờ ko bt lớn lên có thấy nhục ko nw
4685,4685,nó đã hạ hỏa r mà tự nhiên lôi lên nói lại lmj k biết??
4686,4686,hazzz cx nhờ bác mà 3 miền đc giải phóng ko thì ko có vn như ngày nay
4687,4687,+ 9999999999 respect
4688,4688,Bắc Trung Nam 1 nhà!
4689,4689,"chó:parky,namkiki"
4690,4690,đọc cmt chán haizz...Mn đang nghĩ gì vậy 
4691,4691,Điều là người đều chung một quốc tịch vậy tại sao phải làm như thế chắc ko có Bác giờ mày đã ko được sinh ra dòng máu của mày chắc cũng là quốc tịch
4692,4692,"Mấy nhỏ vẫn cố ghi Parky thì coi lại suy nghĩ của mik trc khi cmt đi nhé, cmt mà chả hiểu s đel thèm suy nghĩ j cả. Chán đel muốn nói☺️"
