Unnamed: 0,Content,Label
7857,toàn mấy ác clone bình luận qtam không bình luận,0.0
7858,1/2,0.0
7859,lẽ giải_phóng nhở = ),0.0
7860,vãi giới trẻ ),0.0
7861,ghét bọn bình_luận parky,0.0
7862,hào bắc ♥ ️ ♥ ️ ♥ ️ 18 nam_định chào đại_gia_đình,0.0
7863,tiến sài_gòn ta quét sạch giặc thù bọn vô_ơn mồm parky,0.0
7864,khổ_thân mấy thằng nam đi phân_biệt miền tổ_tiên đi liếm dái tư tội,0.0
7865,kẻ cay kẻ phân_biệt chiến_thắng cay,0.0
7866,bắc kj gión biến gấp,0.0
7867,đi nội lý ta gọi hoá_sinh vua_chúa tiên_tiến vô blacklist xkld,0.0
7868,cali,1.0
7869,tôi chả quan_tâm lắm,0.0
7870,cali hội vô bình luận chời khát lắm,1.0
7871,chào 5 ky,1.0
7872,bọn parky trận chiến 30/4/1975,0.0
7873,tác_hại trẻ em đt,0.0
7874,miền bắc chả quan_tâm lắm,0.0
7875,vui vẽ,0.0
7876,giáo_dục ht thối được đấy,0.0
7877,hehe hình bọn cali cay_cú_thống đất bọn to_mồm,1.0
7878,khởi_đầu miền nam,0.0
7879,toàn mấy thằng momx đương im thóc,0.0
7880,trí gọi đồng_bào,0.0
7881,miền tây không,0.0
7882,parky đạo_lý,1.0
7883,mày cay việt_nam không cay,0.0
7884,dời ac clone npc bắt được 1 đống đứa,0.0
7885,chi mấy fen kinh_tế giỏi mấy câu nhò,0.0
7886,tôi mày đừng nx hình_ảnh bảo người Việt Nam đẹp_mắt không phân_biệt yêu_thương giúp_đỡ lẫn,0.0
7887,thất_vọng bình luận,0.0
7888,trung kỳ chào,0.0
7889,l quan_tâm gì mày sống được người thông_minh tgian vc ích không mạng chê_bai phân biệt vùng miền,0.0
7890,mấy thằng kali khát ),1.0
7891,parky cay lí_giải,1.0
7892,alain,0.0
7893,trẻ bình_luận linh_tinh,0.0
7894,anh em kia menrky không,0.0
7895,parky cay video,1.0
7896,cali,0.0
7897,mấy đi,0.0
7898,chờ tuần mấy sinh_vật đấy biến,0.0
7899,tạp_nham phân biệt vùng miền ),0.0
7900,bit vi deo ak,0.0
7901,tao tây_nguyên kỳ,0.0
7902,ước tiktok đăng_kí cd bọn kid bình luận phân_biệt,0.0
7903,không thjk bắc,0.0
7904,bọn người hoa 2 parky 3 dân huế …,0.0
7905,kid parky tui tóp đôn lai thít,0.0
7906,p = phóng_khoáng a = an_nhàn rồi = rực_rỡ không = khôn_ngoan y = yêu_thương,0.0
7907,por nghèo agresive hung_hăng rudely bất lịch thô_lỗ kingcraft vua lừa_đảo yob niên côn_đồ dằn,1.0
7908,mỹ khát ) thre we,1.0
7909,bình luận toàn đứa matday,0.0
7910,miền nam miền bắc,2.0
7911,học lịch_sử giáo_dục công_dân quan_trọng lắm,0.0
7912,chửi parky chửi namki huề vốn,0.0
7913,parky = p = phóng_khoáng a = an_nhàn rồi = rực_rỡ không = khôn_ngoan y = yêu_thương,0.0
7914,bọn nít,0.0
7915,party,1.0
7916,tui nguoi niềm nam tôn_trọng niềm,0.0
7917,anh em nam bắc bọn tôi thuyền rpt mck,2.0
7918,đéo ưa parky,1.0
7919,tiểu vương_quốc tình hữu_nghị việt,0.0
7920,namky kéo xích_lô_nuôi,1.0
7921,mong mấy bạn trẻ trâu thấm tội chame,0.0
7922,đọc bình luận đứa bình luận parky toàn nick ảo ) tưởng,0.0
7923,bọn 10 15 chấp,0.0
7924,toàn ac clone,0.0
7925,bình luận bất_lực,0.0
7926,chó parky cay chungm phân biệt vùng miền tắc dụng ‍ ♀ ️,0.0
7927,bình luận,0.0
7928,bọn bọn cháu bọn trống phá đấy,0.0
7929,máy đứa mồm thúi parky namkiki nam hồ dạy,0.0
7930,nam bắc trời mệt ghê đứa câu parky đầu đáy giếng lo bè miền tây tiếng nam rặc chạm_mặt,0.0
7931,mr o hadi rớt vô_địch iran giải mr o mỹ,0.0
7932,party,1.0
7933,dân Việt Nam 54 dân_tộc dân kinh miệt_thị dân_tộc thiểu tộc tộc kia dơ nghèo ôi thấu nổi không,1.0
7934,thức bọn mày vậy,0.0
7935,hoà dân bắc … hoà dân 36 ❤ ️,0.0
7936,parky p = phóng_khoáng a = an_nhàn rồi = rực_rỡ không = khôn_ngoan y = yêu_thương,0.0
7937,pảdky tiếng,1.0
7938,mặc lo vợ được chả quan_tâm paky naky,0.0
7939,không quan_tâm lắm tâm vững lắm yêu đảng yêu lắm,0.0
7940,người miền nam đẹp thương xấu đổ người bắc bình luận toàn parky rồi dth,0.0
7941,lắm chức_năng báo_cáo tiktok nội_dung tuyên_truyền thông chia_rẽ,0.0
7942,coment tôi cào bàn_phím,0.0
7944,namky chào máy anh em parky,1.0
7945,tôi tưởng parky người bắc giờ gọi parky,1.0
7946,cali mocoi cay lắm,1.0
7947,tôi parky biết ),0.0
7948,bắc vô nam ta nối_liền nắm,0.0
7949,ta phân_biệt miền kẻ parky xúc_phạm việt_nam,0.0
7950,còng lưng_thống đất cháu giờ pbct,0.0
7951,trúc nè bé,0.0
7952,miền tây chào anh em 3 miền nhe,0.0
7953,hào parky,1.0
7954,người mien trung phe trung_lập = ),0.0
7955,parky p = phóng_khoáng a = an_nhàn rồi = rực_rỡ không = khôn_ngoan y = yêu_thương,0.0
7956,người người ơn hồ giải phóg nc miền nam sốg trg hoà_bình bây gi mầm_non tương_lai huỷ hoà_bình bằg câu parky ( =,0.0
7957,may tôi miền trung,0.0
7958,giờ không biết nghĩa gì giờ biết lun,0.0
7959,m8 đổi bé khờ_khạo bé,0.0
7960,đa thằng phân_biệt miền mẹ quên bao su nha,0.0
7961,parky,1.0
7962,cảm xấu_hổ miền nam thay miền nam lỗi anh em,0.0
7963,đổi mạng đổi_thống cháu thời phân_biệt miền = ),0.0
7965,đọc bình luận sốc,0.0
7966,phân_biệt chủng_tộc giới 1 chủng_tộc eren yeager,0.0
7967,parky bắc ky giang chào nam ky trung kỳ cali kỳ,1.0
7968,miền nam mãi đỉnh parky kêu chửi nam chi phân_biệt rồi,1.0
7969,thiệu tiến,0.0
7970,parky,1.0
7971,đừng praky nx lm_hoà,1.0
7972,mạng parky namkiki đời tha,0.0
7973,parky soạn_văn,1.0
7974,việt,0.0
7975,),0.0
7976,hào parky ta không quan_tâm phân biệt vùng miền kệ hộ parky mãi đỉnh,0.0
7977,luật,0.0
7978,tôn_trọng bắc,0.0
7979,yêu tổ_quốc yêu đồng_bào thằng không học 5 hồ dạy,0.0
7980,cá_rô không ta,1.0
7981,5 dạy điều1 iu tổ_quốc iu đông bào tôi không parky,0.0
7982,parky,1.0
7983,tui miền nam bùng dịch dân miền ùa chửi tui chạy xe chở rau củ sài_gòn tiếp_viện,0.0
7984,nghệ_an đi kêu mày nghệ hả trl xog bảo không thuê đi chỗ thuê đi,0.0
7985,mấy đứa parky chia rẻ hả,0.0
7986,đọc bình luận ngứa đík vãi toàn mấy đứa hãm loz không,0.0
7987,parky hán quoc em ruột parhangseo,0.0
7988,thể trang cá_nhân bình vd ghim đầu được kh,0.0
7989,yêu tổ_quốc yêu đồng_bào,2.0
7990,parky im,1.0
7991,parky cay,1.0
7992,tôi hoá nè,0.0
7993,yêu tổ_quốc yêu đồng_bào,2.0
7994,nam kỳ bọn tao mắc tật giật zay,0.0
7995,hào dân bắc,0.0
7996,miền nam mấy thằng parky tôi ngại,0.0
7997,parky cay,1.0
7998,parky,1.0
7999,parky,1.0
8000,kênh dòng máu việt vấn_đề,0.0
8001,lỗi,0.0
8002,parky,1.0
8003,tao parky tao monkey,1.0
8004,parky noi tieng cay không,1.0
8005,thành mài móng siêng nhác học lớp 3 nghỉ_thành,0.0
8006,nãy vd giải_nghĩa cờ Việt Nam bình luận mấy đứa bảo cờ parky,0.0
8007,người bắc đợt dịch mấy namky cầu_cứu bắc htro lương_thực không cám,0.0
8009,kiểm_soát tảng tik tok cá_nhân đối_tượng xâm_phạm nỗ_lực nhân_dân trình xây,0.0
8010,xưa chiến_sĩ miền bắc giúp miền nam giải_phóng xong giới trẻ mạng sơ_hở parky,0.0
8012,parky giải,1.0
8013,học_quan trọng,0.0
8014,việt_nam đoàn_kết bọn vô_học phân_biệt,0.0
8015,giới trẻ Việt Nam đấy,0.0
8016,đọc bình luận học_quan trọng = ),0.0
8017,bắc trung nam ta,2.0
8018,người không bth người parky,0.0
8019,dân ta sử ta,0.0
8020,patky mãi đỉnh,1.0
8021,npc thời kiểu parky cay parky,0.0
8022,bạn liên xô sụp_đổ không sụp_đổ,0.0
8023,k4 may tôi với mày trungky hè,0.0
8024,miền nam ghét người bắc vậy,0.0
8025,nam bắc,2.0
8026,5 điền hồ dậy,0.0
8027,người việt phân biệt vùng miền,0.0
8028,tui miền nam parky ngại dùm,0.0
8029,tôi miền trung nek,0.0
8030,thằng na ghẻ_lạnh gì chả lý ),0.0
8031,nam,0.0
8032,cận huyết parky,0.0
8033,người Việt Nam không phân biệt vùng miền không bao giờ,0.0
8034,36 hoá quê tui,0.0
8035,chữ,0.0
8036,naky ),0.0
8037,parky dạo nổi,1.0
8038,chống phân_biệt miền,0.0
8039,đọc bình luận cạn,0.0
8040,hào parky,1.0
8042,kì_thị phân_biệt bất_tỉnh,0.0
8043,kệ đi mệt lắm không buồn gì,0.0
8044,parky parky,1.0
8045,người miền nam thợ_săn parky ngại,1.0
8046,hào parky,0.0
8047,hào miền bắc,0.0
8048,parky cay,1.0
8049,văn_hoá tiếng việt 10/10 0 hạ tiếp bọn văn_hoá 0/10,0.0
8050,dương parky không,0.0
8051,parky,1.0
8052,lạy vũ 21,0.0
8053,ta ca_ngợi giản_dị tụng lũ thủng ví nk,0.0
8054,❤ ️,0.0
8055,áa,0.0
8056,trung bây ),0.0
8057,cay tao hào tao dũng chiến_đấu giành đất tiếc giành độc_lập …,0.0
8058,parky cay_cú lắm,1.0
8059,bọn cali chửi hồ không được bẩn đổi phân biệt vùng miền,1.0
8060,không lửa khói tui ghét mấy quảng_cáo yt không phân_biệt đừng người ta ghét ( 1 ),1.0
8061,parky giãy dòng,1.0
8062,trao lưu thành chống_phá anh em việt_nam không mấy thành phân_biệt vầy,0.0
8063,kệ mấy thằng nam đi đấy lũ_lụt cay,0.0
8064,tôi miền nam miền nam miền bắc chán anh em haiz chán giới trẻ quáa,0.0
8065,nhắc 2 ❌ parky ❌ ta ta hy_sinh_thống đất bây bọn vô_học,0.0
8066,mấy thành chống_phá tp tư_tưởng như thế này bắt được đem đi sạch,0.0
8067,hào người parky,0.0
8068,quan buồn,0.0
8069,i w w,0.0
8070,parky,1.0
8071,mày không namky,1.0
8072,parky,1.0
8073,tôm,0.0
8074,mấy ô miền nam với miền trung ns đi mấy ô ns ích gì,0.0
8075,c ơn người video biết,0.0
8076,hào dân namky thua gì lũ sucvatky bạn chặn cno đi đừng rep rồi thằng,1.0
8077,parky,1.0
8079,parky,1.0
8080,phân_biệt miền công_sức hồ,0.0
8081,vậy mấy đứa parky phản hồ,0.0
8082,parky,1.0
8083,lắm trai video,0.0
8084,pảky,1.0
8085,parky tiếng,1.0
8086,kid parky,0.0
8087,người đừng phân_biệt miền,0.0
8088,bắc trung nam = việt_nam ❤ ️ mong đoàn_kết ❤ ️ ✅,2.0
8089,hồ giàu ph đại_đoàn_kết dân_tộc kẻ chia_rẽ phân_biệt miền không xứng dân việt,0.0
8090,parky cay,1.0
8091,đoàn_kết đoàn_kết đại_đoàn_kết thành_công thành_công đại thành_công,0.0
8092,parky,1.0
8094,không học cali phân biệt vùng miền,1.0
8095,nam bắc,2.0
8096,parky tiếng việt nghĩa a,0.0
8097,1 ph thằng vũ21 thức,0.0
8098,cay bọn pháp mỹ hậu_hoạ bọn 3 | hào chát hài,0.0
8099,tưởng dân_cư tui tayky,0.0
8100,mạng khịa vậy chx 1 0 đoàn_kết Việt Nam ta ❤ ️,0.0
8101,party,1.0
8102,chửi namki parky công parky,1.0
8103,tui miền nam chử parky tức,0.0
8104,parky,1.0
8105,không parky,1.0
8106,đề_nghị đăng video bình luận xoá đi đừng video,0.0
8107,cay vậy parky,1.0
8108,cơm bún bún_bò bún giò mì cơm chúc ngon_miệng,0.0
8109,hào được gọi parky,1.0
8110,parky parky được cay,1.0
8111,namki đồng_nai chào anh em parky,1.0
8112,việt_nam,0.0
8113,tức,0.0
8114,parky,1.0
8115,❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️,0.0
8116,cập_nhật miu hồ,0.0
8117,namkiki,1.0
8118,bắc trung nam anh em,2.0
8119,gogle dịch lông,0.0
8120,maco quai vậy mthu = ) cuoia,0.0
8121,parky,1.0
8122,phân_biệt chi ta cx dể thw,0.0
8123,miền nam quý_mến miền bắc,2.0
8124,backi backi,1.0
8125,bọn không dậy vô_học dị kệ đi học không tốn bọt với,0.0
8126,parky tôi gọi tôi nam kỳ,1.0
8127,carly đấy,1.0
8128,tiếng cali,0.0
8129,xài parky ta gọi khỉ trường_sơn,1.0
8130,party cay,1.0
8131,tao miền nam nhạc miền bắc,2.0
8132,parky,1.0
8133,parky,1.0
8134,parky,1.0
8135,parky,1.0
8136,parky,1.0
8137,parky chào đồng_bào miền trung miền nam,1.0
8138,dân nam kì_thị dân bắc dân bắc kì_thị hoá,1.0
8139,parky,1.0
8140,chia đi hợp 2 miền mệt,0.0
8141,bọn trẻ nổi_bật chả nôi mấy câu đấy mã đi cày kiếm chả được,0.0
8142,nhựt,0.0
8143,nha trích miền nam miền bắc,0.0
8144,parky_văn,1.0
8145,công_ty ta ghi hẳn không tuyển hoa nghệ_an,0.0
8146,parky namky không chia_rẽ diện_tích ta ghét chất sống namky không ghét trungky,1.0
8147,bọn đi học,0.0
8148,hoàng,0.0
8149,video hữu_ích,0.0
8150,máy thằng đảo đi,0.0
8151,park ghét parky,1.0
8152,namki chào parky nhá,1.0
8153,1 miền nam tiếc bình luận tiêu_cực vầy thành lỗi miền bắc_nam bắc 1,0.0
8154,parky oi,1.0
8155,parky,1.0
8156,nam bắc đi phân_tích đất chia_cắt đôi chia_cắt đôi,0.0
8157,trung cày chào,1.0
8158,vũ 21,0.0
8159,cám_ơn nội_dung ❤ ️,0.0
8160,parky biến_thể party,1.0
8161,tui đà_lạt parky kiểu phân_biệt miền cx ghét,0.0
8162,pháp cai_trị anam báo mẫu_quốc dan hiềm tị,0.0
8163,việt_nam tuyệt_vời,0.0
8164,coment chẳng bọn cali,1.0
8165,video phân_biệt miền block kênh,0.0
8166,đoàn_kết kỷ_luật,0.0
8167,vũ 21,0.0
8168,bắc trung nam việt_nam quê_hương,0.0
8169,tui hào dân parky nha ♥ ️,0.0
8170,đứa vô coment parky cay parky khóc ),0.0
8171,ns nc đổ đầu vịt,0.0
8173,parky muôn,1.0
8174,uchiha tôi rồi,0.0
8175,tôi tưởng parky nhân_vật anime,0.0
8176,gọi tui nờ huyền,0.0
8177,tụi coment parky không gì lũ kền_kền chết đói chờ mấy video zô mổ,0.0
8178,helo parky nha,1.0
8179,parky thâm,1.0
8180,cay nha,0.0
8181,thí_dụ khịa thể im_lặng thua seo,0.0
8182,cực ghét mấy thằng phân_biệt miền đất dân_tộc ngôn_ngữ_văn_hoá gắn_kết ❤ ️,0.0
8183,5 ky,1.0
8184,parky,1.0
8186,đoàn_kết,0.0
8187,bắc trung nam nha … đoàn_kết đi sống tích_cực đừng bọn phản_động kích …,2.0
8188,đứa tôi đi hào hoá,0.0
8189,tui ghét bọn phân_biệt miền,0.0
8190,hoá hào quê_hương ❤ ️,0.0
8191,mạng parky lũ nghèo cá gỗ đời,0.0
8192,ta thủ_đô,0.0
8194,viết thẳng chữ tiktok xoá parky,0.0
8195,tưởng parky lông,0.0
8196,chào anh em tôi người tàu châu máu đỏ da vàng,0.0
8197,đụng_chạm bảo_vệ bao parky phân_biệt nghệ tĩnh chả đứa bảo_vệ,0.0
8198,xuân nhuật hồ_chủ_tịch giải_phóng miền nam,0.0
8200,đất việt_nam dân_tộc việt_nam sông_cạn_đá_mòn nhân_dân nam bắt,2.0
8201,helo parky,1.0
8202,parky,1.0
8203,kết_thúc đi,0.0
8204,tui miền nam cảm nhục thay_thành,0.0
8205,namki chào,1.0
8206,sản pịa,1.0
8207,đoàn_kết đoàn_kết đại_đoàn_kết thành_công thành_công đại thành_công,2.0
8208,Việt Nam cháu hồ không parky namky gì anh em tayduki rồi lật_đổ đi,0.0
8209,rồng cháu tiên phân_biệt zs vậy tr,0.0
8210,chứng cụ xưa xẻ dọc trường_sơn đi cứu miền nam giặc nguỵ ) dịch covid đi cứu_tế tiếp chứng ),0.0
8211,nam bắc,2.0
8212,bắc_nam quan mày sống yêu_mến tao miền nan miền bắc nha mãi yêu,2.0
8213,bùn ) hoá kìa zin,0.0
8214,tui hoá,0.0
8215,parky công_viên không,0.0
8216,kiếp phân_biệt miền kiếp miền bắc,0.0
8217,miền nam đừng chửi mấy phân biệt vùng miền tui mong bố_mẹ mấy hồi xưa đeo bao,0.0
8218,hoá,0.0
8219,việt_nam thua iraq,0.0
8220,narmky miền nam nha,1.0
8221,bảot,0.0
8222,không thằng vũ21 bọn miền nam_vô học,0.0
8223,parky,1.0
8224,curl 40 kg đổi,0.0
8225,tui nhìu người bắc chê người hoá,0.0
8226,sách ngu_dân pháp di_chứng buồn gia đình,0.0
8227,tat công an la tai vu 21,0.0
8228,parky,1.0
8229,parky,1.0
8230,parky tiếng,1.0
8231,tôi kêu tàu ),0.0
8232,quan_tâm chống_phá = ),0.0
8233,coment tôi thất_vọng,0.0
8234,miền nam chào khắp đất nhá,0.0
8235,lý ghét nhiên phân biệt vùng miền ),1.0
8236,toi parky nho,1.0
8237,helo,0.0
8238,học,0.0
8239,đầu tui tưởng parky 1 tiếng liên_quan công_viên ),0.0
8240,parky party ( bữa tiệc ),1.0
8241,namkiki chào ace,1.0
8242,caliky nailky,1.0
8243,nam kỳ bình,0.0
8244,chiến đứa trẻ,0.0
8245,tất vũ21,0.0
8246,mấy đứa spam parky sai namkiki cali 2 người,0.0
8247,mấy kid phân_biệt,0.0
8248,vương,0.0
8249,parky ki ki ki ki ki,1.0
8250,yêu dân hoá 36,0.0
8251,mấy đứa parky đảm_bảo 1,0.0
8252,miền trung ☕ ️,0.0
8253,nại ní nuận,0.0
8254,đời nha mấy cali,1.0
8255,miền nam,0.0
8256,mạng xã hội Việt Nam rác vậy đấy,0.0
8257,parky,1.0
8258,hào parky,0.0
8259,ô đột_quỵ hà_nội bạch mai chữa_trị phẫu_thuật định bắt người ta hoá người ta kì_thị chê,0.0
8260,đoàn_kết đoàn_kết đại_đoàn_kết thành_công thành_công đại thành_công,1.0
8261,tụi phản_động nhồi_nhét đầu giới trẻ,0.0
8262,[ _ xde 43 _ ] _ xd 83 d _ xdc 97 _ xd 83 d _ xdca 4 _,0.0
8263,mấy namkiki soạn,1.0
8264,miền bắc,0.0
8265,parky cay,1.0
8266,phúc,0.0
8267,tôi dân bắc nè tôi bth miền nam cụ_thể hải_phòng nha ảnh_hưởng,0.0
8268,dân ta máu đỏ da vàng 1 lá cờ việt_nam xưa kia chiến_đấu mục_đích bình_yên đất hoà_bình,2.0
8269,trc vậy giờ tui lướt trúng vid pịa toàn coment món parky vậy,1.0
8270,xì trum lạy mấy cháu phân biệt vùng miền,0.0
8271,parky hơi lạnh đọc boa ky,1.0
8272,paky,1.0
8273,văn bọn parky,1.0
8274,thầy tuấn không,0.0
8275,việt dân_tộc đoàn_kết anh em nam bắc thực_trạng phân biệt vùng miền xét,0.0
8276,parky tiếng,1.0
8277,bọn phân biệt vùng miền bọn lớp 7 trở ( không tất ),0.0
8278,bắc người người kia đa toán kĩ_lưỡng,0.0
8279,ước tài_khoản xác_thực cd,0.0
8280,anh em bắc trung nam ta 1 đừng kẻ_thù chia rẻ tinh_thần đoàn_kết dân_tộc ta ♥ ️,2.0
8281,parky this that tui quản_lý lãnh_đạo parky khăn thiệt phát_biểu dân namky tui,1.0
8282,mấy đứa 0 mẹ cố,0.0
8283,kèo nam bắc thắng dân hải_phòng bắc_giang hà_nội chẳng,0.0
8284,tôi miền trung_học_vấn trình_độ miền bắc hẳn chán mấy miền nam war,0.0
8285,phết nhễ,0.0
8286,chổ gọi miền bắc parky người bắc thân_thiện = ),0.0
8287,quan_tâm gì = ),0.0
8288,mấy bọn phản_quốc thik lắm,0.0
8289,mấy thằng bé mạng parky 5 ky đời bili ️ parky 5 ky,0.0
8290,parki,1.0
8291,thầy tuấn không,0.0
8292,cay,1.0
8293,lắm,0.0
8294,cay cay không,0.0
8295,phân biệt vùng miền gì,0.0
8296,anh em miền trung ôn_hoà,0.0
8297,parky,1.0
8298,parky nhạy_cảm phết,1.0
8299,cờ ay cay,1.0
8300,parky giải,1.0
8301,phân_biệt lm lợi_ích không,0.0
8302,tim,0.0
8303,@ ︎,0.0
8304,đẹp 1 mí,0.0
8305,parky parka …,1.0
8306,hoá,0.0
8307,phân biệt vùng miền,0.0
8308,tôi hoá,0.0
8309,sài rồi không biệt miền không bắc,0.0
8310,bồn kylark,1.0
8311,bơ bọn bình luận parky đi miền nam,0.0
8312,đứa parky namekiki,0.0
8313,hệ trẻ việt_nam bây giờ chán,0.0
8314,thiên_thần bình luận kìa,0.0
8315,trai đẹp phú_quốc,0.0
8316,phân_biệt miền lmj,0.0
8317,anh em đừng bọn phân biệt vùng miền vui tiếp đấy,0.0
8318,parky,0.0
8319,kid bây toxic đất,0.0
8320,miền bắc miền nam khỉ parky namkiki,0.0
8321,chó parky chó namki,0.0
8322,miền bắc giàu 2 miền kia giỏi kì_thị,0.0
8323,bọn cali phân biệt vùng miền tỉ_lệ thất_học miền nam miền bắc,1.0
8324,tao méo đi phân_biệt miền thể_hiện gì,0.0
8325,kid parky,0.0
8326,09 huynh gia,0.0
8327,1 trào_lưu xấu mạng xã hội Việt Nam,0.0
8328,trẻ,0.0
8329,mặt không giây 2,0.0
8330,kê đi não tụi được tương_tác tụi nhắn chs vậy đấy đem trò_đùa,0.0
8331,bắc gọi,0.0
8332,dương tiếng,0.0
8333,video 42 tỉ đô chia dân Việt Nam được bao_nhiêu đi,0.0
8334,tỉnh bình_định đi a,0.0
8335,câu 5 hồ dậy yêu tổ_quốc yêu đồng_bào miệng yêu tổ_quốc đồng_bào,0.0
8336,hình người miền nam ghét miền bắc người bắc kiểu khôn lòi lợi_dụng không phân biết miền,0.0
8337,ta chửi quê hoá,0.0
8338,parky,1.0
8339,kiểu spam parka parky lí_luận,0.0
8340,xoá coment mấy thằng phân biệt vùng miền đi,0.0
8341,mấy đứa parky video miền bắc lm gì giúp miền,0.0
8342,ta gọi đồng_bào ♥ ️,0.0
8343,phân_biệt,0.0
8345,bắc với nam suốt cắn tao miền trung đau_đầu,0.0
8346,chào,0.0
1269,namcali mày key lắm,1.0
3542,sinh_vật,1.0
2541,parky cay rồi,1.0
2382,monkey ),1.0
5878,bắc_nam 1 trừ mấy thằng gốc bắc ),1.0
7609,parki trurki narki,1.0
502,nguyên xóm tôi toàn packy,1.0
3064,namkiki tiếng,1.0
351,đừng thoát không parky s miền nam âu khái_niệm vậy không parky không lẽ miền nam biến đồ miền nam hiện giờ hùng giàu cod thể nam hàn,1.0
4862,a em a em miền nam kỳ_thị a dân grab sài_gòn bạch_kim sợ già 105 không tròn 10 không,1.0
7494,mấy tk cali lắm,1.0
144,zậy tôi namky bình parky giãy đành_đạch zay,1.0
6081,kia 36 kia nha,1.0
1034,parky ó,1.0
5108,pamky,1.0
2885,park đứa bình luận kiểu như thế này 7 học 7 đức tầng_lớp hadang dân dukang chủ_yếu 3 wexola,1.0
1712,tôi không quan_tâm view rẻ_tiền bọn cali,1.0
8205,namki chào,1.0
2727,parky đòi_hoà,1.0
495,cali động ngoan ngoan khúc xương bé gặm nha,1.0
27,cali tây,1.0
8132,parky,1.0
965,parky cá_rô rau mãi đỉnh,1.0
514,parky parky không,1.0
2335,parkyla,1.0
7201,parly,1.0
1792,cali kiki,1.0
6409,anh em toi di lam ti party được không,1.0
204,dân địa namki cay,1.0
471,parky cay,1.0
6674,parky cay cay cay,1.0
3321,điu miền bắc no pb được miền nam đông clip toàn binh miền bắc không,1.0
5205,miền nam tụi mày phân_biệt miền toàn lũ cali bảo quan_chức miền nam,1.0
686,parky miền nam khổ chết mẹ,1.0
7271,parky cay,1.0
7815,narky,1.0
3552,kali = phân mỹ,1.0
565,parky sống kikikiki,1.0
7243,hi am parky ),1.0
258,sài rồi không biệt miền không bắc,1.0
7170,parky,1.0
3991,sinh_vật,1.0
7502,parky,1.0
4194,me câu sinh_vật nhai đi nhai chí_mạng like,1.0
4828,mấy calicon khát hề = ),1.0
1046,namky namky,1.0
40,đa tụi packy sống bẩn chữ tồn rmtaij ngàn,1.0
7991,parky cay,1.0
6852,namky vui hài,1.0
5613,oki namky,1.0
2063,parky khóc,1.0
2538,parky,1.0
4995,parky xịn đấy đập nát điện_biên_phủ câu sắt xịn trời rơi nồi chảo tuyệt_vời,1.0
837,naiky,1.0
5557,bắc hồ hy_sinh miền bắc với trung namky gì,1.0
176,dân địa namki cay,1.0
217,culi không đi học bạn tôi dân_trí đấy ngòi bắc ),1.0
6942,parkày,1.0
1953,cali cay,1.0
8173,parky muôn,1.0
1154,bút ku mẽo sướng xâm_lược = ),1.0
491,cali đầu_tư hẳn tiếng việt nè,1.0
3442,nam x bắc = party,1.0
2046,cali chuẩn cắn,1.0
8271,parky hơi lạnh đọc boa ky,1.0
358,parky xưa khổ không cơm giờ khổ miền nam tiềm kế sinh_nhai,1.0
1344,khg thich bắc,1.0
2319,parky cay,1.0
1086,parky khinh người thầy tôi tiếp_xúc rồi 10 thằng 1,1.0
8044,parky parky,1.0
1012,parky câm,1.0
7918,đéo ưa parky,1.0
402,cali,1.0
74,như thế này miền bắc thể miền nam thoải_mái miền nam bắc dân địa_phương hiếp không,1.0
2719,parky trongkhi ta thể party,1.0
7250,i nư parky,1.0
70,cali sống chó,1.0
4033,bucky,1.0
2635,sơ_hở parky,1.0
7110,parky bắc kì,1.0
4953,ổ đông cali,1.0
2684,parky,1.0
5168,bình_luận party đống đứa dốt vô tap,1.0
421,parky,1.0
6107,parky kệ góp đất tổ_quốc gọi đoàn_kết,1.0
450,parky cay,1.0
8249,parky ki ki ki ki ki,1.0
401,parky cay,1.0
6392,parky cay,1.0
8082,parky,1.0
7362,parky,1.0
7676,park,1.0
216,bắt được thằng tây nội_địa ngậm bịa cali,1.0
6577,party,1.0
1056,parky,1.0
125,kiểu tôi bình mấy thằng l miền tây giọng tôi game n nhảy_dựng mấy,1.0
6265,đg rồi bmay tu hao la parky tôi thc 5 hồ dạy quốc_ca đội công an được hsg,1.0
1136,tôi parky chửi,1.0
7525,namky đubgs,1.0
6658,tao phân_biệt nha tao chửi dân parky,1.0
5523,cali soạn_văn,1.0
1728,namkiki,1.0
4871,parky mày bth không được,1.0
2088,namky chào parky d,1.0
125,kiểu tôi bình mấy thằng l miền tây giọng tôi game n nhảy_dựng mấy,1.0
428,páo ki,1.0
1320,patky giàu zô nam cá gỗ đi,1.0
422,bakes,1.0
222,parky vẻ,1.0
2137,parky hasaki nè,1.0
6617,cali,1.0
4869,Việt Nam 4 miền bắc trung nam miền thượng_đẳng,1.0
1282,không ghét người bắc nha kiểu người bắc mưu_mô xảo_quyệt xảo_trá lắm đứa bắc nha xúi,1.0
473,toàn loài nguỵ công an li éo,1.0
2062,cali = parky,1.0
104,jack,1.0
6764,parky,1.0
6280,par kiki tây vui_tai nhể par kikikiki pịa,1.0
8082,parky,1.0
6059,chào parky nhá há há há,1.0
416,ngược miền nam parky giải_cứu,1.0
2259,thành parky rồi,1.0
2726,parky,1.0
6176,nhiên người ta ghét ),1.0
6444,em parky,1.0
5699,trungki ta,1.0
1104,namkiki,1.0
2218,parky,1.0
